,spot_idx,spot_id,spot_x,spot_y,region_id
dipldfcf-1,4643,spot_4643,6329.009207010269,3494.9716970393038,2.0
dipldlml-1,-1,,,,
dipleemg-1,4643,spot_4643,6329.009207010269,3494.9716970393038,2.0
dipleoco-1,-1,,,,
diplfdam-1,-1,,,,
diplikjn-1,4643,spot_4643,6329.009207010269,3494.9716970393038,2.0
dipllnjf-1,-1,,,,
dipllodk-1,-1,,,,
dipmbfkp-1,-1,,,,
dipmemog-1,4872,spot_4872,6329.009207010269,3668.176777796191,2.0
dipmicei-1,-1,,,,
dipmjdlf-1,-1,,,,
dipmkcnh-1,4872,spot_4872,6329.009207010269,3668.176777796191,2.0
dipmkfec-1,-1,,,,
dipmkial-1,4987,spot_4987,6379.009207010269,3754.779318174634,2.0
dipmoble-1,-1,,,,
dipnahaa-1,-1,,,,
dipncggi-1,-1,,,,
dipndjbc-1,-1,,,,
dipnfgfl-1,-1,,,,
dipnfjah-1,-1,,,,
dipngpgg-1,-1,,,,
dipnjdlf-1,-1,,,,
dipnldcl-1,-1,,,,
dipnnklf-1,-1,,,,
dipnpaca-1,-1,,,,
dipoajia-1,-1,,,,
dipoanjl-1,-1,,,,
dipoccoo-1,-1,,,,
dipofdfc-1,-1,,,,
dippcfak-1,-1,,,,
dippgfmk-1,-1,,,,
dippghnj-1,-1,,,,
dippjmjd-1,-1,,,,
dippoekj-1,-1,,,,
dippohoc-1,-1,,,,
dipppaff-1,4872,spot_4872,6329.009207010269,3668.176777796191,2.0
dipppbpe-1,-1,,,,
djaaedjn-1,-1,,,,
djaaefgh-1,-1,,,,
djaafhoa-1,-1,,,,
djaafidh-1,-1,,,,
djaagbln-1,4758,spot_4758,6379.009207010269,3581.574237417747,2.0
djaajnoo-1,-1,,,,
djaalchp-1,4758,spot_4758,6379.009207010269,3581.574237417747,2.0
djabgmda-1,-1,,,,
djabhpfn-1,4758,spot_4758,6379.009207010269,3581.574237417747,2.0
djabimae-1,4758,spot_4758,6379.009207010269,3581.574237417747,2.0
djabnini-1,4758,spot_4758,6379.009207010269,3581.574237417747,2.0
djacabnh-1,4643,spot_4643,6329.009207010269,3494.9716970393038,2.0
djacbodm-1,-1,,,,
djacdebh-1,-1,,,,
djacdmhe-1,-1,,,,
djacghig-1,-1,,,,
djachnff-1,-1,,,,
djachnpj-1,3614,spot_3614,6479.009207010269,2715.548833633309,2.0
djachpdk-1,-1,,,,
djacpfcg-1,-1,,,,
djadbjmp-1,3728,spot_3728,6429.009207010269,2802.151374011753,2.0
djadblod-1,-1,,,,
djaddckj-1,-1,,,,
djaddgkc-1,-1,,,,
djadflma-1,-1,,,,
djaefmjb-1,-1,,,,
djaegeih-1,-1,,,,
djaehkln-1,-1,,,,
djaehmin-1,-1,,,,
djaeiijg-1,-1,,,,
djaejnpg-1,-1,,,,
djaekbig-1,-1,,,,
djaeofij-1,-1,,,,
djafbepk-1,4072,spot_4072,6479.009207010269,3061.9589951470844,2.0
djafeiin-1,-1,,,,
djafepie-1,-1,,,,
djafhnce-1,4072,spot_4072,6479.009207010269,3061.9589951470844,2.0
djafjhga-1,-1,,,,
djafldmc-1,4072,spot_4072,6479.009207010269,3061.9589951470844,2.0
djafmnma-1,-1,,,,
djafmopb-1,-1,,,,
djafonjn-1,-1,,,,
djagaacm-1,4072,spot_4072,6479.009207010269,3061.9589951470844,2.0
djagadod-1,-1,,,,
djagamkl-1,-1,,,,
djagbmje-1,-1,,,,
djagdecd-1,-1,,,,
djagffic-1,-1,,,,
djaghnhi-1,-1,,,,
djagjljk-1,-1,,,,
djagogin-1,-1,,,,
djagolik-1,-1,,,,
djahbgan-1,-1,,,,
djahcomj-1,3843,spot_3843,6479.009207010269,2888.7539143901968,2.0
djahfdnp-1,3843,spot_3843,6479.009207010269,2888.7539143901968,2.0
djahfpdl-1,3843,spot_3843,6479.009207010269,2888.7539143901968,2.0
djahgibj-1,-1,,,,
djahjdcd-1,-1,,,,
djahjfen-1,-1,,,,
djahjhdm-1,-1,,,,
djahoidf-1,-1,,,,
djaicign-1,-1,,,,
djaidcnd-1,3843,spot_3843,6479.009207010269,2888.7539143901968,2.0
djaiebpa-1,3843,spot_3843,6479.009207010269,2888.7539143901968,2.0
djaihjkl-1,3843,spot_3843,6479.009207010269,2888.7539143901968,2.0
djaihkpe-1,-1,,,,
djaijhmi-1,3843,spot_3843,6479.009207010269,2888.7539143901968,2.0
djailnoc-1,3843,spot_3843,6479.009207010269,2888.7539143901968,2.0
djaimjcf-1,-1,,,,
djaimnkn-1,-1,,,,
djainjbh-1,-1,,,,
djaiolln-1,-1,,,,
djaiplhh-1,-1,,,,
djajcfpk-1,-1,,,,
djajebli-1,-1,,,,
djajgkof-1,4416,spot_4416,6529.009207010269,3321.766616282416,2.0
djajjdpg-1,-1,,,,
djajmagn-1,-1,,,,
djajmobi-1,-1,,,,
djakadkd-1,-1,,,,
djakeboa-1,-1,,,,
djakhdpg-1,4874,spot_4874,6529.009207010269,3668.176777796191,2.0
djakhhpd-1,-1,,,,
djakihki-1,-1,,,,
djakjcgb-1,-1,,,,
djakkiae-1,4988,spot_4988,6479.009207010269,3754.779318174634,2.0
djakmaek-1,4988,spot_4988,6479.009207010269,3754.779318174634,2.0
djakmmfh-1,-1,,,,
djakpaop-1,-1,,,,
djakpdgo-1,-1,,,,
djakpghl-1,-1,,,,
djakpihd-1,-1,,,,
djakpljd-1,4874,spot_4874,6529.009207010269,3668.176777796191,2.0
djakplmk-1,4874,spot_4874,6529.009207010269,3668.176777796191,2.0
djalbhad-1,4874,spot_4874,6529.009207010269,3668.176777796191,2.0
djalbodj-1,4874,spot_4874,6529.009207010269,3668.176777796191,2.0
djaldafi-1,-1,,,,
djaleblp-1,-1,,,,
djallhbb-1,-1,,,,
djalnbnd-1,-1,,,,
djamecjo-1,-1,,,,
djamehaj-1,-1,,,,
djamggej-1,-1,,,,
djamkmgd-1,-1,,,,
djamlcio-1,4645,spot_4645,6529.009207010269,3494.9716970393038,2.0
djamndkd-1,-1,,,,
djampkka-1,4645,spot_4645,6529.009207010269,3494.9716970393038,2.0
djancofa-1,-1,,,,
djangkjk-1,4645,spot_4645,6529.009207010269,3494.9716970393038,2.0
djanhccd-1,-1,,,,
djankced-1,-1,,,,
djanpkjj-1,-1,,,,
djaoboaf-1,-1,,,,
djaogapc-1,-1,,,,
djaoiamc-1,-1,,,,
djaojmag-1,-1,,,,
djaokifh-1,-1,,,,
djaokncf-1,-1,,,,
djaolddj-1,-1,,,,
djaonipi-1,-1,,,,
djapcedg-1,-1,,,,
djapjhae-1,-1,,,,
djappgop-1,-1,,,,
djappmep-1,-1,,,,
djbaafmj-1,-1,,,,
djbaaolh-1,4301,spot_4301,6479.009207010269,3235.164075903972,2.0
djbadhhj-1,4301,spot_4301,6479.009207010269,3235.164075903972,2.0
djbafinm-1,-1,,,,
djbancgg-1,-1,,,,
djbanjad-1,-1,,,,
djbanmcc-1,-1,,,,
djbapeia-1,-1,,,,
djbapmck-1,4415,spot_4415,6429.009207010269,3321.766616282416,2.0
djbbbhno-1,-1,,,,
djbbegad-1,-1,,,,
djbbehpm-1,-1,,,,
djbbejjk-1,-1,,,,
djbbfamh-1,-1,,,,
djbbgmak-1,-1,,,,
djbbkepm-1,-1,,,,
djbblmcn-1,-1,,,,
djbblmdk-1,-1,,,,
djbbmddd-1,-1,,,,
djbboekk-1,-1,,,,
djbbolhc-1,-1,,,,
djbccohe-1,-1,,,,
djbcghbp-1,-1,,,,
djbcjelc-1,-1,,,,
djbcjoai-1,4301,spot_4301,6479.009207010269,3235.164075903972,2.0
djbckaad-1,4301,spot_4301,6479.009207010269,3235.164075903972,2.0
djbcojhe-1,4301,spot_4301,6479.009207010269,3235.164075903972,2.0
djbdaapp-1,4301,spot_4301,6479.009207010269,3235.164075903972,2.0
djbdcenk-1,-1,,,,
djbdecmf-1,-1,,,,
djbdmdja-1,-1,,,,
djbdmhkd-1,-1,,,,
djbdpean-1,-1,,,,
djbebcdp-1,3957,spot_3957,6429.009207010269,2975.356454768641,2.0
djbeipke-1,-1,,,,
djbekhil-1,3957,spot_3957,6429.009207010269,2975.356454768641,2.0
djbepphb-1,-1,,,,
djbfcjhm-1,3957,spot_3957,6429.009207010269,2975.356454768641,2.0
djbfcmoe-1,4071,spot_4071,6379.009207010269,3061.9589951470844,2.0
djbfdhog-1,-1,,,,
djbfhkdf-1,4071,spot_4071,6379.009207010269,3061.9589951470844,2.0
djbfhpbl-1,-1,,,,
djbfjcbm-1,4071,spot_4071,6379.009207010269,3061.9589951470844,2.0
djbfkjhb-1,-1,,,,
djbflchp-1,-1,,,,
djbflgll-1,-1,,,,
djbfmmhp-1,-1,,,,
djbfnmab-1,-1,,,,
djbgbfcc-1,-1,,,,
djbgdogc-1,-1,,,,
djbgejha-1,3957,spot_3957,6429.009207010269,2975.356454768641,2.0
djbggekl-1,4415,spot_4415,6429.009207010269,3321.766616282416,2.0
djbggfpo-1,4415,spot_4415,6429.009207010269,3321.766616282416,2.0
djbggjgi-1,4415,spot_4415,6429.009207010269,3321.766616282416,2.0
djbgjjpa-1,-1,,,,
djbgkgdj-1,-1,,,,
djbgmake-1,-1,,,,
djbgmffl-1,-1,,,,
djbgodnh-1,-1,,,,
djbgpkmn-1,-1,,,,
djbhbbpp-1,4300,spot_4300,6379.009207010269,3235.164075903972,2.0
djbhbjhm-1,4300,spot_4300,6379.009207010269,3235.164075903972,2.0
djbhcbng-1,4300,spot_4300,6379.009207010269,3235.164075903972,2.0
djbhdcho-1,-1,,,,
djbhdhag-1,-1,,,,
djbhdmch-1,-1,,,,
djbheokn-1,-1,,,,
djbhhmoo-1,-1,,,,
djbhkbal-1,-1,,,,
djbhledk-1,-1,,,,
djbhmmkk-1,-1,,,,
djbhohaf-1,4186,spot_4186,6429.009207010269,3148.561535525528,2.0
djbhpdbd-1,4186,spot_4186,6429.009207010269,3148.561535525528,2.0
djbhpeni-1,-1,,,,
djbialob-1,-1,,,,
djbihbcp-1,-1,,,,
djbijjmc-1,-1,,,,
djbipabn-1,-1,,,,
djbjcfdi-1,-1,,,,
djbjihck-1,-1,,,,
djbjlfce-1,4186,spot_4186,6429.009207010269,3148.561535525528,2.0
djbjljlc-1,-1,,,,
djbjoopf-1,-1,,,,
djbkbokl-1,-1,,,,
djbkddao-1,4186,spot_4186,6429.009207010269,3148.561535525528,2.0
djbkeacp-1,-1,,,,
djbkfebj-1,-1,,,,
djbkifph-1,-1,,,,
djbkjkpj-1,3729,spot_3729,6529.009207010269,2802.151374011753,2.0
djbkoond-1,3729,spot_3729,6529.009207010269,2802.151374011753,2.0
djblehkc-1,3729,spot_3729,6529.009207010269,2802.151374011753,2.0
djblfocn-1,3729,spot_3729,6529.009207010269,2802.151374011753,2.0
djblhehh-1,3729,spot_3729,6529.009207010269,2802.151374011753,2.0
djblhnod-1,-1,,,,
djblijia-1,-1,,,,
djbljfgl-1,-1,,,,
djblpebg-1,-1,,,,
djblpjjd-1,4187,spot_4187,6529.009207010269,3148.561535525528,2.0
djbmcdei-1,-1,,,,
djbmdkng-1,4187,spot_4187,6529.009207010269,3148.561535525528,2.0
djbmennp-1,-1,,,,
djbmfage-1,-1,,,,
djbmgcdg-1,4187,spot_4187,6529.009207010269,3148.561535525528,2.0
djbmghfp-1,-1,,,,
djbmhnko-1,-1,,,,
djbmimgh-1,-1,,,,
djbmlkin-1,-1,,,,
djbmmhej-1,3958,spot_3958,6529.009207010269,2975.356454768641,2.0
djbmmkep-1,3958,spot_3958,6529.009207010269,2975.356454768641,2.0
djbmpijn-1,3958,spot_3958,6529.009207010269,2975.356454768641,2.0
djbnbkll-1,3958,spot_3958,6529.009207010269,2975.356454768641,2.0
djbnfoon-1,3958,spot_3958,6529.009207010269,2975.356454768641,2.0
djbnghmj-1,-1,,,,
djbngnpf-1,-1,,,,
djbnhdle-1,3958,spot_3958,6529.009207010269,2975.356454768641,2.0
djbnikjn-1,-1,,,,
djbnnhap-1,3843,spot_3843,6479.009207010269,2888.7539143901968,2.0
djboajfp-1,-1,,,,
djbocilf-1,3843,spot_3843,6479.009207010269,2888.7539143901968,2.0
djbodgld-1,3729,spot_3729,6529.009207010269,2802.151374011753,2.0
djboeaek-1,-1,,,,
djbogaem-1,3729,spot_3729,6529.009207010269,2802.151374011753,2.0
djbokhcg-1,3729,spot_3729,6529.009207010269,2802.151374011753,2.0
djbokkkn-1,-1,,,,
djbolffg-1,-1,,,,
djboljnh-1,-1,,,,
djboljoi-1,-1,,,,
djbolped-1,3729,spot_3729,6529.009207010269,2802.151374011753,2.0
djbomeel-1,-1,,,,
djbonabb-1,-1,,,,
djboofno-1,-1,,,,
djbpanfk-1,-1,,,,
djbpbdjf-1,3385,spot_3385,6479.009207010269,2542.3437528764216,2.0
djbpcled-1,3385,spot_3385,6479.009207010269,2542.3437528764216,2.0
djbpdmfm-1,3385,spot_3385,6479.009207010269,2542.3437528764216,2.0
djbpjmkk-1,3385,spot_3385,6479.009207010269,2542.3437528764216,2.0
djbpnkjo-1,3385,spot_3385,6479.009207010269,2542.3437528764216,2.0
djbpokii-1,-1,,,,
djbpolni-1,-1,,,,
djcabaod-1,-1,,,,
djcabdko-1,3385,spot_3385,6479.009207010269,2542.3437528764216,2.0
djcabfci-1,-1,,,,
djcabpfm-1,-1,,,,
djcagkak-1,-1,,,,
djcagmgk-1,-1,,,,
djcahice-1,-1,,,,
djcaihkl-1,-1,,,,
djcaiplm-1,-1,,,,
djcalgja-1,-1,,,,
djcalolg-1,-1,,,,
djcanfaa-1,-1,,,,
djcapanh-1,3041,spot_3041,6429.009207010269,2282.5361317410902,2.0
djcbenla-1,3041,spot_3041,6429.009207010269,2282.5361317410902,2.0
djcbfmlg-1,-1,,,,
djcbhgaj-1,3156,spot_3156,6479.009207010269,2369.138672119534,2.0
djcbipjj-1,-1,,,,
djcbmbmk-1,-1,,,,
djcbmibg-1,-1,,,,
djccghfe-1,3156,spot_3156,6479.009207010269,2369.138672119534,2.0
djcchcfo-1,3156,spot_3156,6479.009207010269,2369.138672119534,2.0
djcclecb-1,3156,spot_3156,6479.009207010269,2369.138672119534,2.0
djccmjfg-1,-1,,,,
djccnlba-1,3156,spot_3156,6479.009207010269,2369.138672119534,2.0
djccpllp-1,-1,,,,
djcdbjko-1,-1,,,,
djcdbkba-1,-1,,,,
djcdblbb-1,-1,,,,
djcdcaoh-1,-1,,,,
djcdgfcb-1,-1,,,,
djcdmlij-1,-1,,,,
djcdooid-1,3499,spot_3499,6429.009207010269,2628.9462932548654,2.0
djcebkim-1,-1,,,,
djcecaaj-1,-1,,,,
djcecajc-1,-1,,,,
djcedfhh-1,-1,,,,
djcehjgp-1,-1,,,,
djcejmbk-1,-1,,,,
djcekfnm-1,-1,,,,
djcephbo-1,-1,,,,
djcfbogb-1,-1,,,,
djcfbppc-1,-1,,,,
djcfenfg-1,-1,,,,
djcffbel-1,-1,,,,
djcffmci-1,-1,,,,
djcffmfb-1,-1,,,,
djcfimfh-1,-1,,,,
djcfpcfi-1,-1,,,,
djcgbjkd-1,3156,spot_3156,6479.009207010269,2369.138672119534,2.0
djcgddgj-1,-1,,,,
djcgehgg-1,-1,,,,
djcgjfmp-1,-1,,,,
djchafcd-1,-1,,,,
djchhdpa-1,-1,,,,
djchkdej-1,-1,,,,
djchlknd-1,-1,,,,
djchpcei-1,3385,spot_3385,6479.009207010269,2542.3437528764216,2.0
djciahlg-1,3385,spot_3385,6479.009207010269,2542.3437528764216,2.0
djcicdam-1,-1,,,,
djcicedh-1,-1,,,,
djcigadh-1,-1,,,,
djcigigg-1,-1,,,,
djcimlhk-1,3728,spot_3728,6429.009207010269,2802.151374011753,2.0
djciopln-1,3728,spot_3728,6429.009207010269,2802.151374011753,2.0
djcjbhhe-1,-1,,,,
djcjdkbo-1,-1,,,,
djcjeolb-1,3728,spot_3728,6429.009207010269,2802.151374011753,2.0
djcjfago-1,-1,,,,
djcjfdpp-1,3613,spot_3613,6379.009207010269,2715.548833633309,2.0
djcjfoen-1,3613,spot_3613,6379.009207010269,2715.548833633309,2.0
djcjgndd-1,3613,spot_3613,6379.009207010269,2715.548833633309,2.0
djcjhmhf-1,3613,spot_3613,6379.009207010269,2715.548833633309,2.0
djcjkmfo-1,-1,,,,
djcjlodh-1,-1,,,,
djcjpooe-1,-1,,,,
djckadho-1,-1,,,,
djckajjc-1,-1,,,,
djckddda-1,3957,spot_3957,6429.009207010269,2975.356454768641,2.0
djckdfmm-1,-1,,,,
djckdpgh-1,-1,,,,
djckhfce-1,-1,,,,
djckjbfn-1,-1,,,,
djckkbjj-1,-1,,,,
djcklamj-1,-1,,,,
djckmnkg-1,-1,,,,
djclbahg-1,-1,,,,
djcldbdp-1,-1,,,,
djclgneo-1,-1,,,,
djclmemd-1,-1,,,,
djclndpo-1,-1,,,,
djclpkmi-1,-1,,,,
djcmakkf-1,-1,,,,
djcmebkk-1,-1,,,,
djcmihmd-1,3842,spot_3842,6379.009207010269,2888.7539143901968,2.0
djcmimnp-1,-1,,,,
djcmkbdm-1,-1,,,,
djcmkfgk-1,-1,,,,
djcmkjgo-1,-1,,,,
djcmknpb-1,-1,,,,
djcmnpeb-1,-1,,,,
djcmogcb-1,-1,,,,
djcmogpe-1,-1,,,,
djcnbche-1,-1,,,,
djcnehpd-1,-1,,,,
djcnfkgn-1,-1,,,,
djcnfmfj-1,3155,spot_3155,6379.009207010269,2369.138672119534,2.0
djcnigme-1,-1,,,,
djcnlcpk-1,3155,spot_3155,6379.009207010269,2369.138672119534,2.0
djcnlkjk-1,-1,,,,
djcnpjdi-1,-1,,,,
djcoamcb-1,-1,,,,
djcoaobi-1,-1,,,,
djcoeimj-1,3270,spot_3270,6429.009207010269,2455.741212497978,2.0
djcohpdd-1,-1,,,,
djcoibha-1,-1,,,,
djcoilic-1,-1,,,,
djcojcdf-1,-1,,,,
djcokhjj-1,-1,,,,
djcokmcf-1,-1,,,,
djcopgip-1,-1,,,,
djcpakbd-1,-1,,,,
djcpanld-1,-1,,,,
djcpdbol-1,-1,,,,
djcpdehi-1,-1,,,,
djcpdmnl-1,-1,,,,
djcpelan-1,3613,spot_3613,6379.009207010269,2715.548833633309,2.0
djcpemcf-1,-1,,,,
djcpgelo-1,3613,spot_3613,6379.009207010269,2715.548833633309,2.0
djcpgikf-1,-1,,,,
djcpgnem-1,-1,,,,
djcpibdm-1,-1,,,,
djcpkmle-1,-1,,,,
djcplppe-1,-1,,,,
djdadcme-1,3384,spot_3384,6379.009207010269,2542.3437528764216,2.0
djdajkkc-1,3384,spot_3384,6379.009207010269,2542.3437528764216,2.0
djdalmfh-1,3384,spot_3384,6379.009207010269,2542.3437528764216,2.0
djdamkai-1,-1,,,,
djdapklm-1,-1,,,,
djdbakib-1,-1,,,,
djdbccea-1,-1,,,,
djdbcnjp-1,3499,spot_3499,6429.009207010269,2628.9462932548654,2.0
djdbcooj-1,-1,,,,
djdbhipo-1,-1,,,,
djdbifeh-1,-1,,,,
djdbifip-1,-1,,,,
djdbimlb-1,-1,,,,
djdbphkl-1,2356,spot_2356,6629.009207010269,1762.9208894704273,2.0
djdcabkc-1,2356,spot_2356,6629.009207010269,1762.9208894704273,2.0
djdcadke-1,-1,,,,
djdccibl-1,-1,,,,
djdcdlcg-1,-1,,,,
djdcfpmc-1,-1,,,,
djdcgaac-1,-1,,,,
djdcicnd-1,-1,,,,
djdcnlhi-1,-1,,,,
djdcnogg-1,-1,,,,
djdcokia-1,-1,,,,
djddaele-1,-1,,,,
djddcaad-1,-1,,,,
djddcfgl-1,-1,,,,
djdddagd-1,-1,,,,
djdddjel-1,-1,,,,
djddgnbn-1,-1,,,,
djddhkno-1,-1,,,,
djddidgc-1,-1,,,,
djddkglb-1,-1,,,,
djddmppf-1,-1,,,,
djddnpfd-1,-1,,,,
djddohhk-1,2470,spot_2470,6579.009207010269,1849.523429848871,2.0
djddpaie-1,-1,,,,
djdechoo-1,-1,,,,
djdegfca-1,-1,,,,
djdejcaj-1,-1,,,,
djdelpaa-1,-1,,,,
djdemjjc-1,-1,,,,
djdfchcp-1,-1,,,,
djdfgfop-1,2470,spot_2470,6579.009207010269,1849.523429848871,2.0
djdfgjhd-1,-1,,,,
djdfjjln-1,2470,spot_2470,6579.009207010269,1849.523429848871,2.0
djdfjnbn-1,-1,,,,
djdfkhki-1,-1,,,,
djdfkklg-1,-1,,,,
djdflclk-1,-1,,,,
djdgapoe-1,-1,,,,
djdggimc-1,2355,spot_2355,6529.009207010269,1762.9208894704273,2.0
djdgiobc-1,-1,,,,
djdgjnkk-1,-1,,,,
djdgjpcc-1,-1,,,,
djdglmjo-1,-1,,,,
djdgndeg-1,-1,,,,
djdhbhab-1,-1,,,,
djdhbjmd-1,2355,spot_2355,6529.009207010269,1762.9208894704273,2.0
djdhijco-1,-1,,,,
djdhjhob-1,-1,,,,
djdhlaah-1,-1,,,,
djdhpfej-1,2355,spot_2355,6529.009207010269,1762.9208894704273,2.0
djdickio-1,-1,,,,
djdiddnj-1,-1,,,,
djdigdhg-1,-1,,,,
djdikhnl-1,-1,,,,
djdiplgn-1,2470,spot_2470,6579.009207010269,1849.523429848871,2.0
djdjbibm-1,2586,spot_2586,6729.009207010269,1936.1259702273148,2.0
djdjccfm-1,2586,spot_2586,6729.009207010269,1936.1259702273148,2.0
djdjeekf-1,2586,spot_2586,6729.009207010269,1936.1259702273148,2.0
djdjkhei-1,2586,spot_2586,6729.009207010269,1936.1259702273148,2.0
djdjkkod-1,2586,spot_2586,6729.009207010269,1936.1259702273148,2.0
djdjlbke-1,2586,spot_2586,6729.009207010269,1936.1259702273148,2.0
djdjnbgi-1,2586,spot_2586,6729.009207010269,1936.1259702273148,2.0
djdkahbn-1,-1,,,,
djdkcidh-1,-1,,,,
djdkfpdp-1,-1,,,,
djdkkghn-1,-1,,,,
djdklcjg-1,-1,,,,
djdkmaoi-1,-1,,,,
djdlgaic-1,-1,,,,
djdlghko-1,-1,,,,
djdllicl-1,2701,spot_2701,6779.009207010269,2022.7285106057584,2.0
djdmbblb-1,-1,,,,
djdmbfdb-1,-1,,,,
djdmgamd-1,-1,,,,
djdmgbod-1,-1,,,,
djdmgdjf-1,2586,spot_2586,6729.009207010269,1936.1259702273148,2.0
djdmijjh-1,-1,,,,
djdminnl-1,2586,spot_2586,6729.009207010269,1936.1259702273148,2.0
djdmlpik-1,-1,,,,
djdndcbj-1,2700,spot_2700,6679.009207010269,2022.7285106057584,2.0
djdnddad-1,2700,spot_2700,6679.009207010269,2022.7285106057584,2.0
djdneghi-1,-1,,,,
djdnkadi-1,-1,,,,
djdodpfc-1,-1,,,,
djdodpne-1,-1,,,,
djdogmpp-1,-1,,,,
djdoigmk-1,-1,,,,
djdolclj-1,-1,,,,
djdonjff-1,-1,,,,
djdpffjp-1,2586,spot_2586,6729.009207010269,1936.1259702273148,2.0
djdpgbad-1,-1,,,,
djdphlgo-1,2586,spot_2586,6729.009207010269,1936.1259702273148,2.0
djdpigdj-1,2586,spot_2586,6729.009207010269,1936.1259702273148,2.0
djdpjnok-1,2586,spot_2586,6729.009207010269,1936.1259702273148,2.0
djdpogca-1,-1,,,,
djeaacdb-1,-1,,,,
djeaaolj-1,-1,,,,
djeabdga-1,2586,spot_2586,6729.009207010269,1936.1259702273148,2.0
djeabkpb-1,-1,,,,
djeacgmk-1,-1,,,,
djeadonj-1,2586,spot_2586,6729.009207010269,1936.1259702273148,2.0
djeafabb-1,-1,,,,
djeajmmp-1,2586,spot_2586,6729.009207010269,1936.1259702273148,2.0
djeanjnc-1,2586,spot_2586,6729.009207010269,1936.1259702273148,2.0
djebcikh-1,2586,spot_2586,6729.009207010269,1936.1259702273148,2.0
djebddff-1,2586,spot_2586,6729.009207010269,1936.1259702273148,2.0
djebebdh-1,2471,spot_2471,6679.009207010269,1849.523429848871,2.0
djebfhfc-1,2471,spot_2471,6679.009207010269,1849.523429848871,2.0
djebhgah-1,2471,spot_2471,6679.009207010269,1849.523429848871,2.0
djebopmd-1,2471,spot_2471,6679.009207010269,1849.523429848871,2.0
djecbmgf-1,-1,,,,
djeckhpp-1,-1,,,,
djecklif-1,-1,,,,
djecoemj-1,-1,,,,
djecpakg-1,-1,,,,
djecpmja-1,-1,,,,
djedalnb-1,-1,,,,
djedbgaj-1,2471,spot_2471,6679.009207010269,1849.523429848871,2.0
djedfdeo-1,-1,,,,
djedijph-1,2471,spot_2471,6679.009207010269,1849.523429848871,2.0
djedipjn-1,-1,,,,
djedlggl-1,-1,,,,
djedmmdf-1,-1,,,,
djedneie-1,2471,spot_2471,6679.009207010269,1849.523429848871,2.0
djedoede-1,-1,,,,
djeehjjh-1,-1,,,,
djeejboe-1,-1,,,,
djeelcng-1,-1,,,,
djeelfid-1,-1,,,,
djeelpnn-1,-1,,,,
djeeokco-1,-1,,,,
djefajke-1,-1,,,,
djefbnki-1,-1,,,,
djefcafi-1,-1,,,,
djefhnpf-1,-1,,,,
djefjnbh-1,-1,,,,
djefkdlg-1,-1,,,,
djefkloo-1,-1,,,,
djefldjo-1,-1,,,,
djegbmge-1,-1,,,,
djegepnl-1,-1,,,,
djeggjln-1,-1,,,,
djeghmbn-1,-1,,,,
djegikko-1,-1,,,,
djegklii-1,-1,,,,
djegnnin-1,-1,,,,
djegonna-1,-1,,,,
djegooej-1,-1,,,,
djegpnda-1,-1,,,,
djehaico-1,-1,,,,
djehbibl-1,-1,,,,
djehbpcf-1,-1,,,,
djehdddf-1,-1,,,,
djehhkfh-1,-1,,,,
djehhkij-1,-1,,,,
djehickk-1,2356,spot_2356,6629.009207010269,1762.9208894704273,2.0
djehjlfn-1,-1,,,,
djehkeof-1,-1,,,,
djehohao-1,2356,spot_2356,6629.009207010269,1762.9208894704273,2.0
djehpikm-1,2356,spot_2356,6629.009207010269,1762.9208894704273,2.0
djeicafb-1,-1,,,,
djeicenk-1,2356,spot_2356,6629.009207010269,1762.9208894704273,2.0
djeicjmm-1,2356,spot_2356,6629.009207010269,1762.9208894704273,2.0
djeicpgi-1,2356,spot_2356,6629.009207010269,1762.9208894704273,2.0
djeiehji-1,2471,spot_2471,6679.009207010269,1849.523429848871,2.0
djeiidbo-1,2471,spot_2471,6679.009207010269,1849.523429848871,2.0
djeikaog-1,2471,spot_2471,6679.009207010269,1849.523429848871,2.0
djeiockb-1,-1,,,,
djeipbda-1,-1,,,,
djejnkhe-1,-1,,,,
djejnmph-1,-1,,,,
djekbccc-1,-1,,,,
djekceah-1,2471,spot_2471,6679.009207010269,1849.523429848871,2.0
djekddbm-1,-1,,,,
djekgjnd-1,-1,,,,
djekhagl-1,2471,spot_2471,6679.009207010269,1849.523429848871,2.0
djekhfgh-1,2471,spot_2471,6679.009207010269,1849.523429848871,2.0
djekiaai-1,2471,spot_2471,6679.009207010269,1849.523429848871,2.0
djekjgep-1,2471,spot_2471,6679.009207010269,1849.523429848871,2.0
djekmjkf-1,2471,spot_2471,6679.009207010269,1849.523429848871,2.0
djekmnid-1,2471,spot_2471,6679.009207010269,1849.523429848871,2.0
djekndoa-1,2471,spot_2471,6679.009207010269,1849.523429848871,2.0
djelajpk-1,2471,spot_2471,6679.009207010269,1849.523429848871,2.0
djelbpki-1,2471,spot_2471,6679.009207010269,1849.523429848871,2.0
djelcbjl-1,2471,spot_2471,6679.009207010269,1849.523429848871,2.0
djelcijb-1,2356,spot_2356,6629.009207010269,1762.9208894704273,2.0
djelcilb-1,-1,,,,
djelgfbj-1,-1,,,,
djellhkm-1,-1,,,,
djelllca-1,2356,spot_2356,6629.009207010269,1762.9208894704273,2.0
djellpki-1,-1,,,,
djeloadi-1,-1,,,,
djelpdca-1,-1,,,,
djemjnke-1,-1,,,,
djemkheh-1,-1,,,,
djemmelm-1,-1,,,,
