cell_id,cell_type
bjmiadbi-1,B cells
bjmiaijn-1,T cells
bjmiegbg-1,T cells
bjmiehaj-1,B cells
bjmieodm-1,B cells
bjmihfge-1,B cells
bjmimhec-1,T cells
bjminmfe-1,T cells
bjmjaioj-1,B cells
bjmjbdgn-1,B cells
bjmjdlaf-1,B cells
bjmjeocd-1,B cells
bjmjkjmf-1,B cells
bjmjoapc-1,B cells
bjmjpoja-1,B cells
bjmkaopl-1,T cells
bjmkbmmn-1,T cells
bjmkdbkj-1,Fibroblasts
bjmkfbmp-1,T cells
bjmkgaal-1,T cells
bjmkhkod-1,T cells
bjmkhofb-1,Macrophages
bjmkjgje-1,T cells
bjmkkphf-1,T cells
bjmklkli-1,Macrophages
bjmlbefj-1,Macrophages
bjmlbmhp-1,T cells
bjmlceeo-1,Macrophages
bjmldgmm-1,Macrophages
bjmldlma-1,B cells
bjmleblf-1,B cells
bjmlgehj-1,B cells
bjmlgjpe-1,B cells
bjmlhlnp-1,B cells
bjmlipbg-1,B cells
bjmlmgdd-1,B cells
bjmmbchd-1,B cells
bjmmgbfa-1,B cells
bjmmgmce-1,B cells
bjmmhepb-1,B cells
bjmmhjpf-1,B cells
bjmmjkje-1,Macrophages
bjmmlkjc-1,B cells
bjmmoaam-1,B cells
bjmnaoih-1,T cells
bjmncmeo-1,B cells
bjmneckp-1,B cells
bjmnfeig-1,B cells
bjmnicpp-1,B cells
bjmnipho-1,B cells
bjmnoenl-1,B cells
bjmobooc-1,B cells
bjmohbbb-1,B cells
bjmoiadk-1,B cells
bjmojfkf-1,B cells
bjmonedj-1,B cells
bjmooeed-1,B cells
bjmpahhb-1,T cells
bjmpbbdf-1,Macrophages
bjmpckfm-1,T cells
bjmpfnem-1,Macrophages
bjmpgdbf-1,Fibroblasts
bjmpgnde-1,T cells
bjmplgcj-1,T cells
bjmpmaan-1,T cells
bjmpngoj-1,T cells
bjmpnhhf-1,T cells
bjmpoooe-1,Macrophages
bjnabfil-1,T cells
bjnabnnp-1,T cells
bjnadaml-1,T cells
bjnadlee-1,T cells
bjnaeahl-1,Fibroblasts
bjnaebnd-1,T cells
bjnaelob-1,B cells
bjnagaim-1,B cells
bjnaibif-1,B cells
bjnamdkm-1,B cells
bjnapokm-1,T cells
bjnbdfec-1,Fibroblasts
bjnbfgem-1,Macrophages
bjnbjgkj-1,T cells
bjnbkdfj-1,B cells
bjnbmpne-1,B cells
bjnccdni-1,Fibroblasts
bjnccjnb-1,T cells
bjncdike-1,T cells
bjncdimo-1,B cells
bjncelkd-1,T cells
bjncfeme-1,Fibroblasts
bjnchnjh-1,Fibroblasts
bjncinke-1,T cells
bjnclenb-1,Macrophages
bjncmblo-1,Macrophages
bjncojob-1,Macrophages
bjncomjn-1,Macrophages
bjndbffk-1,T cells
bjndckom-1,Macrophages
bjndfglf-1,Macrophages
bjndgelj-1,T cells
bjndgplh-1,T cells
bjndhaik-1,Macrophages
bjndicmj-1,T cells
bjndlfnj-1,T cells
bjndmoik-1,Macrophages
bjndojjg-1,B cells
bjnebngm-1,T cells
bjneceof-1,T cells
bjnefjfo-1,B cells
bjnejcpa-1,B cells
bjnekdjp-1,T cells
bjnelbgk-1,T cells
bjnelbkl-1,B cells
bjnelphl-1,B cells
bjnepljg-1,B cells
bjnfbgmm-1,B cells
bjnfcnmo-1,T cells
bjnfcoak-1,T cells
bjnfhici-1,B cells
bjnflbfb-1,T cells
bjnfmfkn-1,B cells
bjnfmjpo-1,B cells
bjnfokda-1,B cells
bjngadah-1,B cells
bjngalfl-1,B cells
bjngbnkk-1,B cells
bjngdjjn-1,B cells
bjngeipf-1,B cells
bjngfhgd-1,B cells
bjngglhe-1,Macrophages
bjnghgce-1,B cells
bjnghodd-1,B cells
bjngjine-1,T cells
bjngjmeo-1,B cells
bjngkmai-1,B cells
bjngmapd-1,B cells
bjngmedh-1,B cells
bjnhadik-1,B cells
bjnhaidb-1,B cells
bjnhbgip-1,B cells
bjnhccfi-1,B cells
bjnhckmi-1,B cells
bjnhgham-1,B cells
bjnhgngn-1,B cells
bjnhhgbd-1,B cells
bjnhhopj-1,B cells
bjnhhpgk-1,B cells
bjnhidlp-1,B cells
bjniblma-1,T cells
bjnieibh-1,B cells
bjnignnl-1,B cells
bjnihelg-1,B cells
bjnijhef-1,B cells
bjnippaj-1,B cells
bjnjdgih-1,B cells
bjnjhand-1,B cells
bjnjiapn-1,B cells
bjnjildk-1,B cells
bjnjjadf-1,B cells
bjnjkpeh-1,B cells
bjnjlkaj-1,B cells
bjnkbhia-1,B cells
bjnkccbc-1,B cells
bjnkdkjh-1,B cells
bjnkedbh-1,B cells
bjnkeifi-1,B cells
bjnkfgkg-1,B cells
bjnkhamo-1,T cells
bjnkiiel-1,B cells
bjnklifb-1,B cells
bjnknhbp-1,B cells
bjnkpcll-1,B cells
bjnkpfap-1,B cells
bjnlaaeo-1,T cells
bjnlbede-1,B cells
bjnlbhdi-1,B cells
bjnlimaf-1,B cells
bjnllfeg-1,B cells
bjnlljel-1,T cells
bjnlneke-1,T cells
bjnlnlbd-1,B cells
bjnlnmid-1,B cells
bjnmabmi-1,B cells
bjnmacdc-1,B cells
bjnmbkno-1,T cells
bjnmdbhk-1,B cells
bjnmghbb-1,B cells
bjnmjldg-1,B cells
bjnmknpn-1,B cells
bjnmlaln-1,B cells
bjnmlljl-1,B cells
bjnmmong-1,B cells
bjnmnago-1,Macrophages
bjnmndec-1,B cells
bjnmpang-1,B cells
bjnmpdmj-1,B cells
bjnnbnfo-1,B cells
bjnnccoe-1,B cells
bjnndmlm-1,B cells
bjnnfokc-1,B cells
bjnnhcco-1,T cells
bjnnhghm-1,B cells
bjnnjbee-1,B cells
bjnnjdpd-1,B cells
bjnnklcc-1,B cells
bjnnklgk-1,B cells
bjnnnkof-1,B cells
bjnnpdom-1,B cells
bjnoccfe-1,B cells
bjnofhpa-1,B cells
bjnolblh-1,B cells
bjnopdff-1,T cells
bjnpbkjh-1,T cells
bjnpblnc-1,B cells
bjnpcefl-1,T cells
bjnpdnec-1,T cells
bjnpjjfe-1,Macrophages
bjnpkijo-1,B cells
bjoadamm-1,B cells
bjoahgpo-1,B cells
bjoaialn-1,B cells
bjoaicnd-1,B cells
bjobbooc-1,B cells
bjobijhf-1,B cells
bjobinkg-1,T cells
bjobjbdc-1,B cells
bjoblcoh-1,T cells
bjobmkcp-1,B cells
bjobnbfl-1,B cells
bjoboekg-1,B cells
bjobonfl-1,B cells
bjocalmp-1,B cells
bjocaoka-1,B cells
bjocfhdn-1,B cells
bjocmlbo-1,B cells
bjocpdie-1,B cells
bjocpfcm-1,B cells
bjodbfjh-1,B cells
bjodfdnf-1,T cells
bjodjdoe-1,B cells
bjodmaeo-1,B cells
bjodpgna-1,B cells
bjodpopk-1,B cells
bjoeejge-1,B cells
bjoejnnc-1,B cells
bjoekdbe-1,B cells
bjoelfnb-1,B cells
bjoeppco-1,B cells
bjofbbdh-1,B cells
bjofcgpk-1,B cells
bjofdgca-1,Macrophages
bjofjmnf-1,T cells
bjofldaj-1,T cells
bjogakma-1,T cells
bjoggobb-1,Macrophages
bjogjhkm-1,T cells
bjogkefh-1,T cells
bjogoghi-1,T cells
bjogokab-1,T cells
bjogpcdc-1,T cells
bjogpocc-1,T cells
bjohanen-1,T cells
bjohepjj-1,T cells
bjohfekh-1,T cells
bjohfpob-1,T cells
bjohimdh-1,T cells
bjohjlkc-1,T cells
bjohmgbc-1,T cells
bjohnggl-1,T cells
bjohnhgi-1,T cells
bjoicfjg-1,T cells
bjoidfbj-1,T cells
bjoifghl-1,T cells
bjoihgna-1,T cells
bjoijfpj-1,T cells
bjoimgci-1,T cells
bjoimmbp-1,T cells
bjojcggi-1,T cells
bjojedho-1,T cells
bjojgneb-1,T cells
bjojjdfe-1,T cells
bjojlmfh-1,Macrophages
bjojmeij-1,T cells
bjojmjpb-1,T cells
bjojpeef-1,T cells
bjokaiba-1,T cells
bjokbbbc-1,Macrophages
bjokckkl-1,T cells
bjokfgkl-1,T cells
bjokimbk-1,T cells
bjokjmij-1,B cells
bjokklmi-1,T cells
bjokladh-1,T cells
bjoklhdo-1,T cells
bjokpfba-1,Macrophages
bjolanal-1,T cells
bjolaofl-1,T cells
bjolehdi-1,T cells
bjolidaf-1,T cells
bjolieff-1,T cells
bjoloagi-1,T cells
bjolpdlm-1,T cells
bjomflnh-1,T cells
bjomglhf-1,T cells
bjomidie-1,T cells
bjomkenj-1,T cells
bjomkjai-1,T cells
bjomngga-1,T cells
bjompdjl-1,T cells
bjongmbf-1,T cells
bjonhhee-1,Fibroblasts
bjonlcip-1,T cells
bjonlmgl-1,T cells
bjonmhah-1,T cells
bjonnjgo-1,T cells
bjonobdl-1,T cells
bjooaeca-1,T cells
bjoobpih-1,T cells
bjooclkj-1,T cells
bjooelgo-1,T cells
bjooeogj-1,T cells
bjoohmcl-1,T cells
bjookejl-1,T cells
bjopankg-1,Macrophages
bjopcjmb-1,T cells
bjopemjn-1,T cells
bjopildi-1,T cells
bjopkkfb-1,T cells
bjpaamnb-1,T cells
bjpadpll-1,T cells
bjpaebnd-1,T cells
bjpagiog-1,T cells
bjpajcbm-1,T cells
bjpakned-1,T cells
bjpanddc-1,B cells
bjpanego-1,T cells
bjpaonfi-1,T cells
bjpbepgh-1,T cells
bjpbfafm-1,T cells
bjpbfcgd-1,T cells
bjpbfnef-1,T cells
bjpbhfdh-1,T cells
bjpbjdfm-1,T cells
bjpbklbl-1,T cells
bjpbnhmk-1,T cells
bjpbolkn-1,T cells
bjpcbbmi-1,T cells
bjpcbjon-1,T cells
bjpcfmep-1,Macrophages
bjpcgeil-1,T cells
bjpchkpn-1,T cells
bjpchnje-1,T cells
bjpcjjgj-1,T cells
bjpclnbm-1,T cells
bjpdbmbe-1,T cells
bjpdgcog-1,T cells
bjpdihbb-1,T cells
bjpdiipc-1,T cells
bjpdjnjm-1,T cells
bjpdofkm-1,T cells
bjpdojci-1,Macrophages
bjpdpfnc-1,T cells
bjpeaafo-1,T cells
bjpedobk-1,T cells
bjpeegfi-1,Fibroblasts
bjpeibpl-1,T cells
bjpelbko-1,T cells
bjpeljhk-1,Macrophages
bjpemoee-1,T cells
bjpeooif-1,T cells
bjpfbfnm-1,T cells
bjpfckef-1,T cells
bjpfdhoa-1,T cells
bjpfghcm-1,Macrophages
bjpfgjjd-1,T cells
bjpfjjbl-1,T cells
bjpfjogm-1,B cells
bjpfkene-1,T cells
bjpfkidd-1,T cells
bjpfomkf-1,T cells
bjpfphjh-1,T cells
bjpgaehe-1,T cells
bjpgbmdm-1,T cells
bjpgbpfn-1,T cells
bjpgbpjd-1,T cells
bjpgcmde-1,T cells
bjpgcnfg-1,T cells
bjpgfdim-1,T cells
bjpggmne-1,Macrophages
bjpgilla-1,B cells
bjpgimkf-1,T cells
bjphdmni-1,T cells
bjphgfbf-1,T cells
bjphgiek-1,Macrophages
bjphmjch-1,T cells
bjphogjf-1,T cells
bjpidjgl-1,Macrophages
bjpielcf-1,T cells
bjpimfep-1,T cells
bjpimlln-1,T cells
bjpincbk-1,T cells
bjpjcjil-1,T cells
bjpjlnip-1,T cells
bjpjpcjk-1,T cells
bjpkahnl-1,T cells
bjpkanhf-1,T cells
bjpkbpbj-1,T cells
bjpkfljg-1,T cells
bjpkgmje-1,T cells
bjpkhfbf-1,T cells
bjpkjopl-1,T cells
bjpklbfg-1,T cells
bjpkllab-1,Macrophages
bjpkmhkc-1,T cells
bjpldocp-1,T cells
bjplgjpa-1,T cells
bjplifpd-1,T cells
bjplimmg-1,T cells
bjpljfme-1,T cells
bjpljkjj-1,B cells
bjplkdac-1,T cells
bjplkedi-1,T cells
bjplllmh-1,Macrophages
bjplplne-1,T cells
bjpmegde-1,B cells
bjpmmngj-1,T cells
bjpndjgg-1,T cells
bjpnhdmh-1,T cells
bjpnimnf-1,T cells
bjpnlmmp-1,T cells
bjpnpjhm-1,T cells
bjpoepab-1,T cells
bjpofeeg-1,T cells
bjpogjek-1,T cells
bjpokkma-1,T cells
bjpombnc-1,Macrophages
bjppabjn-1,T cells
bjppdbfb-1,T cells
bjppiinl-1,T cells
bjppkhbj-1,T cells
bjppoefm-1,T cells
bjpppjeb-1,T cells
bjpppjei-1,Macrophages
bkaaeeil-1,T cells
bkaagcfa-1,T cells
bkaaijop-1,T cells
bkaajgeo-1,Macrophages
bkaakmif-1,T cells
bkaalkgp-1,Macrophages
bkaalnha-1,T cells
bkaannao-1,Macrophages
bkaaoljn-1,T cells
bkaapcaj-1,T cells
bkabagje-1,T cells
bkabbicf-1,T cells
bkabbppe-1,T cells
bkabenhc-1,T cells
bkabgleh-1,T cells
bkabknpj-1,T cells
bkabnhma-1,Macrophages
bkabpdla-1,T cells
bkacaopg-1,T cells
bkaccpjh-1,Macrophages
bkacdgfj-1,Macrophages
bkacgmof-1,Macrophages
bkacjbhj-1,T cells
bkackhmk-1,T cells
bkacllli-1,T cells
bkacpfgj-1,T cells
bkaddpga-1,T cells
bkadffhm-1,T cells
bkadjcic-1,T cells
bkadjgdm-1,T cells
bkadmfko-1,T cells
bkadpecn-1,T cells
bkaeaple-1,T cells
bkaebmol-1,T cells
bkaecfco-1,T cells
bkaecjij-1,T cells
bkaeeifp-1,T cells
bkaegnlc-1,T cells
bkaejiob-1,T cells
bkaelkgd-1,T cells
bkaelkkj-1,T cells
bkafcjli-1,T cells
bkafdich-1,Macrophages
bkafhemo-1,Macrophages
bkafmkfp-1,T cells
bkafofme-1,T cells
bkafpbjf-1,T cells
bkagadpc-1,Macrophages
bkagcefk-1,Macrophages
bkagejla-1,Macrophages
bkagekaf-1,Macrophages
bkagenkl-1,Macrophages
bkaggbgj-1,T cells
bkaghkkn-1,T cells
bkagikbm-1,T cells
bkaglcca-1,T cells
bkagnemi-1,T cells
bkahbgem-1,T cells
bkahcgmi-1,T cells
bkahdkcl-1,Macrophages
bkahennk-1,Macrophages
bkahfppb-1,T cells
bkahgemj-1,Macrophages
bkahgfoh-1,T cells
bkahiaph-1,T cells
bkahkgma-1,T cells
bkahkgoi-1,Fibroblasts
bkahlidk-1,T cells
bkahlkcc-1,T cells
bkahlpac-1,T cells
bkahojgf-1,T cells
bkahppgf-1,Fibroblasts
bkaibbpp-1,T cells
bkaibdhf-1,T cells
bkaidegh-1,Macrophages
bkaihakc-1,B cells
bkaihggj-1,Macrophages
bkaiicom-1,T cells
bkaimkja-1,T cells
bkainbfp-1,T cells
bkaioccm-1,Macrophages
bkaipiok-1,Macrophages
bkajdhem-1,Macrophages
bkajiahj-1,T cells
bkajiolp-1,T cells
bkajobeg-1,T cells
bkajojlb-1,T cells
bkajpijl-1,T cells
bkakjfbp-1,T cells
bkakkhph-1,Macrophages
bkaklflj-1,Macrophages
bkaklfof-1,Macrophages
bkakmdno-1,Macrophages
bkakmmbj-1,T cells
bkakoene-1,T cells
bkakollk-1,T cells
bkakpbac-1,Macrophages
bkalajma-1,Macrophages
bkalbfno-1,T cells
bkaldbdn-1,Macrophages
bkalddmp-1,T cells
bkallbce-1,T cells
bkalllhf-1,T cells
bkalnklh-1,T cells
bkalnmeo-1,T cells
bkalpooh-1,T cells
bkamabcj-1,T cells
bkambbcd-1,T cells
bkamecia-1,T cells
bkamgnmi-1,B cells
bkamkpgk-1,T cells
bkamnlef-1,B cells
bkamoljl-1,T cells
bkampdfk-1,T cells
bkanagab-1,T cells
bkanbnhc-1,T cells
bkanckki-1,T cells
bkandeee-1,T cells
bkaneken-1,T cells
bkanglhg-1,T cells
bkanjjoj-1,T cells
bkanlmaa-1,T cells
bkanplma-1,T cells
bkaoabkm-1,Macrophages
bkaocgfh-1,T cells
bkaoemka-1,T cells
bkaohhbj-1,Macrophages
bkaoikmo-1,T cells
bkaojnop-1,T cells
bkaolkgi-1,T cells
bkaonecg-1,T cells
bkaoojbp-1,T cells
bkapdpio-1,T cells
bkapeplf-1,T cells
bkapfhoa-1,Macrophages
bkaphjgc-1,T cells
bkapinoh-1,T cells
bkapmbkb-1,T cells
bkappbed-1,T cells
bkbaaecn-1,T cells
bkbaclpk-1,T cells
bkbaddom-1,T cells
bkbadgoh-1,T cells
bkbaelbk-1,Macrophages
bkbaemkj-1,T cells
bkbagnhd-1,T cells
bkbakihj-1,T cells
bkbbahef-1,T cells
bkbbcmnb-1,T cells
bkbbcmpo-1,T cells
bkbbdbmk-1,T cells
bkbbenpo-1,T cells
bkbbjjeh-1,T cells
bkbbnfni-1,B cells
bkbbodjn-1,B cells
bkbcciji-1,T cells
bkbcibgl-1,Macrophages
bkbcnija-1,T cells
bkbdfhhd-1,T cells
bkbdhbfi-1,T cells
bkbdjfgp-1,T cells
bkbdjlji-1,T cells
bkbdklbc-1,T cells
bkbdnolo-1,Endothelial
bkbdogjh-1,Macrophages
bkbdpafc-1,Macrophages
bkbdpfnb-1,T cells
bkbdpmdn-1,Macrophages
bkbeepoo-1,Macrophages
bkbeidob-1,Macrophages
bkbelala-1,T cells
bkbelojf-1,T cells
bkbemjdb-1,T cells
bkbeoblj-1,T cells
bkbepjge-1,T cells
bkbfbjnm-1,T cells
bkbfelkc-1,Macrophages
bkbfhfdd-1,T cells
bkbfkmdf-1,T cells
bkbfoldf-1,T cells
bkbgaadp-1,T cells
bkbgamef-1,T cells
bkbgeafn-1,Macrophages
bkbgfged-1,Macrophages
bkbggoah-1,B cells
bkbghhek-1,B cells
bkbgipkc-1,B cells
bkbgjbdn-1,T cells
bkbgkdgi-1,T cells
bkbgmlfc-1,T cells
bkbgpedg-1,Macrophages
bkbhblle-1,Macrophages
bkbhfpjb-1,Epithelial
bkbhjpdg-1,Macrophages
bkbhlkef-1,Macrophages
bkbhpage-1,T cells
bkbiajkk-1,T cells
bkbiaobh-1,Macrophages
bkbibkjl-1,T cells
bkbicjme-1,Macrophages
bkbifgip-1,T cells
bkbifibl-1,T cells
bkbigblj-1,T cells
bkbjagaa-1,T cells
bkbjfenj-1,T cells
bkbjiabm-1,T cells
bkbjimol-1,T cells
bkbjodki-1,T cells
bkbjplmf-1,T cells
bkbjppfc-1,T cells
bkbkbpmm-1,Macrophages
bkbkcgpa-1,T cells
bkbkdjgp-1,T cells
bkbkegbl-1,T cells
bkbkhbdi-1,B cells
bkbkiicj-1,Macrophages
bkbkjboh-1,T cells
bkbkmejf-1,Macrophages
bkbkpjce-1,T cells
bkblbfoe-1,T cells
bkblgadm-1,Macrophages
bkblheeh-1,T cells
bkblhokf-1,T cells
bkblicon-1,Macrophages
bkbljnol-1,T cells
bkbljphd-1,T cells
bkblkmaa-1,T cells
bkbllnom-1,T cells
bkblnobk-1,T cells
bkblnoje-1,T cells
bkbmajda-1,T cells
bkbmbgge-1,T cells
bkbmbiko-1,T cells
bkbmcbca-1,T cells
bkbmcpha-1,T cells
bkbmefje-1,T cells
bkbmfbbj-1,Macrophages
bkbmjpnb-1,T cells
bkbmnkdh-1,T cells
bkbnbflo-1,T cells
bkbndgjk-1,T cells
bkbneeog-1,T cells
bkbnhcic-1,Macrophages
bkbnjkdb-1,T cells
bkbnlkji-1,T cells
bkbocido-1,B cells
bkbocjeg-1,Macrophages
bkbohini-1,Macrophages
bkboiedl-1,Macrophages
bkbonibm-1,Macrophages
bkbpadid-1,T cells
bkbpangh-1,B cells
bkbpedci-1,Macrophages
bkbpenib-1,T cells
bkbpenng-1,Fibroblasts
bkbpfogb-1,T cells
bkbpjipn-1,T cells
bkbpnabb-1,Macrophages
bkcaaalg-1,T cells
bkcaabai-1,T cells
bkcacmfd-1,T cells
bkcalgia-1,B cells
bkcanmkd-1,T cells
bkcaoada-1,T cells
bkcbgojp-1,T cells
bkcbjpkm-1,Macrophages
bkcbliof-1,Macrophages
bkcbmoae-1,T cells
bkcbokgl-1,T cells
bkcbpcio-1,T cells
bkcbpnca-1,T cells
bkccdmdh-1,Macrophages
bkccejco-1,Macrophages
bkccgifk-1,B cells
bkccihdc-1,B cells
bkccmlia-1,T cells
bkccmokf-1,B cells
bkcdbdnc-1,B cells
bkcdddba-1,B cells
bkcdjpfl-1,B cells
bkcdkfdm-1,B cells
bkcdmfnh-1,T cells
bkcdmmfj-1,B cells
bkcdobhg-1,Macrophages
bkcdpgoj-1,T cells
bkcedkkb-1,Macrophages
bkceglle-1,B cells
bkcehkgc-1,B cells
bkcejpan-1,T cells
bkcelmib-1,B cells
bkceolfd-1,B cells
bkcfbana-1,Macrophages
bkcfbeai-1,B cells
bkcfeima-1,B cells
bkcffhgj-1,B cells
bkcfkedd-1,B cells
bkcflgij-1,B cells
bkcfllde-1,B cells
bkcfokgj-1,B cells
bkcgdfpf-1,B cells
bkcggpgk-1,B cells
bkcgjnpi-1,B cells
bkchcope-1,B cells
bkchepdf-1,B cells
bkchfdcn-1,B cells
bkchfllp-1,B cells
bkchgcah-1,B cells
bkchngdd-1,B cells
bkcicmea-1,B cells
bkciddda-1,B cells
bkcidech-1,B cells
bkcidkhd-1,B cells
bkciggdh-1,B cells
bkciinco-1,B cells
bkcijkhl-1,B cells
bkcilnoj-1,B cells
bkciloka-1,B cells
bkcimkhe-1,B cells
bkciokmg-1,B cells
bkcjandi-1,B cells
bkcjbkdb-1,T cells
bkcjeank-1,T cells
bkcjegdd-1,T cells
bkcjolfo-1,Endothelial
bkcjpfpe-1,T cells
bkcjpigd-1,B cells
bkckbajl-1,T cells
bkckcikp-1,T cells
bkckdkbp-1,B cells
bkckgjkj-1,B cells
bkckjokb-1,T cells
bkcklnjj-1,B cells
bkckmmio-1,T cells
bkckopjj-1,T cells
bkclaepa-1,B cells
bkclgodp-1,Macrophages
bkclhjph-1,B cells
bkclmijg-1,B cells
bkclnegd-1,T cells
bkclpfhi-1,B cells
bkcmgddi-1,T cells
bkcmhikd-1,B cells
bkcmkbjc-1,B cells
bkcmkjhi-1,B cells
bkcmnokm-1,B cells
bkcmopbl-1,B cells
bkcnbnkf-1,Macrophages
bkcnckhb-1,B cells
bkcndfbp-1,B cells
bkcnejao-1,B cells
bkcngohb-1,B cells
bkcnihln-1,T cells
bkcnikpn-1,Macrophages
bkcnjddj-1,B cells
bkcnjhjk-1,T cells
bkcnkljc-1,B cells
bkcnlfjp-1,B cells
bkcnofeh-1,Macrophages
bkcocpje-1,B cells
bkcodpea-1,Fibroblasts
bkcoeijh-1,B cells
bkcofgoj-1,B cells
bkcofhnl-1,B cells
bkcoflic-1,B cells
bkcoggon-1,B cells
bkcojpdg-1,B cells
bkcomlng-1,B cells
bkcpbbjh-1,B cells
bkcpcklf-1,B cells
bkcpdghf-1,B cells
bkcpfoje-1,B cells
bkcpgdeb-1,B cells
bkcpjlhp-1,B cells
bkdaancb-1,B cells
bkdagdmo-1,B cells
bkdagndl-1,B cells
bkdaifoe-1,B cells
bkdaiioo-1,B cells
bkdajdko-1,B cells
bkdajkmp-1,T cells
bkdambno-1,B cells
bkdanndo-1,B cells
bkdaolea-1,B cells
bkdapkfc-1,B cells
bkdbchno-1,B cells
bkdbdean-1,B cells
bkdbdlnh-1,B cells
bkdbedce-1,B cells
bkdbgkff-1,B cells
bkdcbfpe-1,B cells
bkdcbikn-1,B cells
bkdcccfo-1,T cells
bkdcebje-1,T cells
bkdcfpng-1,B cells
bkdcgdom-1,B cells
bkdcgjpe-1,B cells
bkdchoaj-1,B cells
bkdcmkhe-1,B cells
bkdcmobm-1,T cells
bkdcmpei-1,Macrophages
bkdcpopp-1,Macrophages
bkddcjkd-1,T cells
bkddffkg-1,T cells
bkddhphd-1,T cells
bkddlobo-1,B cells
bkddoeog-1,T cells
bkdeacdd-1,B cells
bkdedbig-1,B cells
bkdefbjh-1,Macrophages
bkdegdnf-1,T cells
bkdehhkj-1,B cells
bkdeibma-1,T cells
bkdepbkh-1,B cells
bkdeplmc-1,T cells
bkdfbdnc-1,B cells
bkdfbikf-1,T cells
bkdfcibj-1,B cells
bkdfdmpb-1,B cells
bkdffbce-1,B cells
bkdfmcnp-1,B cells
bkdfngjh-1,B cells
bkdfpkkn-1,B cells
bkdgdhfl-1,T cells
bkdgihhf-1,T cells
bkdgldpn-1,T cells
bkdgnbco-1,B cells
bkdgocde-1,T cells
bkdhapmg-1,B cells
bkdhcmop-1,B cells
bkdhjcad-1,B cells
bkdhnick-1,B cells
bkdhojke-1,B cells
bkdhplfc-1,B cells
bkdiadkn-1,B cells
bkdiapmd-1,B cells
bkdiibdk-1,B cells
bkdiichh-1,B cells
bkdijilo-1,B cells
bkdikfnm-1,B cells
bkdjaall-1,B cells
bkdjbdgf-1,T cells
bkdjfkbd-1,B cells
bkdjfohc-1,B cells
bkdjgcjn-1,Macrophages
bkdjjgkh-1,B cells
bkdjlfdp-1,B cells
bkdjlibd-1,B cells
bkdjmfom-1,B cells
bkdjnpag-1,B cells
bkdjofpk-1,T cells
bkdjolhm-1,B cells
bkdjpaef-1,B cells
bkdjpelo-1,T cells
bkdjpjbo-1,B cells
bkdjpkgd-1,B cells
bkdjpkii-1,B cells
bkdkbmfb-1,B cells
bkdkcgde-1,B cells
bkdkdfec-1,B cells
bkdkdhja-1,Macrophages
bkdkfpnf-1,B cells
bkdkjngo-1,T cells
bkdkpbck-1,B cells
bkdlacfi-1,T cells
bkdlcpog-1,B cells
bkdlfeao-1,B cells
bkdllihd-1,B cells
bkdmbkeg-1,B cells
bkdmdbmc-1,B cells
bkdmlfmm-1,B cells
bkdmmecc-1,B cells
bkdmmnpc-1,B cells
bkdmpben-1,B cells
bkdnichm-1,B cells
bkdnilnk-1,B cells
bkdocacj-1,T cells
bkdocmgh-1,B cells
bkdogoak-1,B cells
bkdokcda-1,B cells
bkdolebn-1,T cells
bkdonmhj-1,B cells
bkdpanih-1,B cells
bkdpfokb-1,B cells
bkdpfopc-1,B cells
bkdpgpjb-1,B cells
bkdphbpc-1,T cells
bkdpifkl-1,B cells
bkdpjjgh-1,T cells
bkdpmpke-1,T cells
bkdpopcg-1,T cells
bkeabbdp-1,T cells
bkeacnnp-1,B cells
bkeadhen-1,B cells
bkeaeabf-1,T cells
bkeaehja-1,T cells
bkeaglgk-1,B cells
bkeajepk-1,B cells
bkealnei-1,B cells
bkeaokac-1,B cells
bkebbhnj-1,B cells
bkebbnok-1,B cells
bkebcooa-1,B cells
bkebdfdf-1,Macrophages
bkebdnca-1,B cells
bkebfjoa-1,B cells
bkebihbm-1,B cells
bkebllpp-1,T cells
bkebmddf-1,B cells
bkecajnc-1,B cells
bkecalgg-1,T cells
bkecbhcp-1,T cells
bkeccckm-1,Macrophages
bkecflkf-1,B cells
bkecilek-1,Macrophages
bkecjplh-1,T cells
bkedcmkn-1,T cells
bkedeejc-1,B cells
bkedgknh-1,T cells
bkedihig-1,B cells
bkedjdci-1,B cells
bkedkhng-1,B cells
bkednmog-1,B cells
bkedpace-1,B cells
bkeeegjb-1,B cells
bkeeichh-1,B cells
bkeejfha-1,B cells
bkeejibm-1,B cells
bkeenkdc-1,B cells
bkeeolan-1,B cells
bkeepfjn-1,B cells
bkeepkec-1,B cells
bkefamma-1,B cells
bkefebpe-1,T cells
bkefegnf-1,T cells
bkeffman-1,Macrophages
bkefhpfp-1,Macrophages
bkefkijg-1,Macrophages
bkefokgj-1,Macrophages
bkefpdea-1,Macrophages
bkefpjnm-1,T cells
bkegbfgf-1,T cells
bkegdfke-1,B cells
bkegfijn-1,T cells
bkegfkjg-1,T cells
bkeghepf-1,Macrophages
bkegmdpo-1,T cells
bkegopca-1,T cells
bkehaioe-1,T cells
bkehbepi-1,T cells
bkehcddk-1,T cells
bkehdhjc-1,T cells
bkehembg-1,T cells
bkehfmnj-1,T cells
bkehhgbg-1,T cells
bkehlfkd-1,T cells
bkeidfgl-1,T cells
bkeiegbg-1,T cells
bkeifcda-1,Fibroblasts
bkeihaid-1,Macrophages
bkeihlid-1,T cells
bkeikgjm-1,T cells
