,B cells,Endothelial,Epithelial,Fibroblasts,Macrophages,T cells,n_cells,spot_x,spot_y
spot_1766,0.037037037037037035,0.07407407407407407,0.0,0.25925925925925924,0.2222222222222222,0.4074074074074074,27,,
spot_1767,0.0,0.14814814814814814,0.0,0.14814814814814814,0.25925925925925924,0.4444444444444444,27,,
spot_1768,0.0,0.21739130434782608,0.0,0.13043478260869565,0.2608695652173913,0.391304347826087,23,,
spot_1769,0.029411764705882353,0.11764705882352941,0.0,0.14705882352941177,0.11764705882352941,0.5882352941176471,34,,
spot_1770,0.0,0.23809523809523808,0.0,0.047619047619047616,0.14285714285714285,0.5714285714285714,42,,
spot_1771,0.0,0.375,0.0,0.25,0.375,0.0,16,,
spot_1772,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,7,,
spot_1773,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143,0.0,7,,
spot_1774,0.0,0.09090909090909091,0.0,0.2727272727272727,0.5454545454545454,0.09090909090909091,11,,
spot_1775,0.0,0.07692307692307693,0.0,0.5384615384615384,0.38461538461538464,0.0,13,,
spot_1776,0.0,0.0,0.3,0.0,0.7,0.0,10,,
spot_1777,0.0,0.0,0.19230769230769232,0.0,0.6153846153846154,0.19230769230769232,26,,
spot_1780,0.13333333333333333,0.13333333333333333,0.0,0.13333333333333333,0.06666666666666667,0.5333333333333333,15,,
spot_1781,0.28888888888888886,0.1111111111111111,0.1111111111111111,0.022222222222222223,0.17777777777777778,0.28888888888888886,45,,
spot_1782,0.0,0.3076923076923077,0.0,0.07692307692307693,0.23076923076923078,0.38461538461538464,13,,
spot_1783,0.0,0.4074074074074074,0.0,0.14814814814814814,0.18518518518518517,0.25925925925925924,27,,
spot_1784,0.0,0.09523809523809523,0.23809523809523808,0.19047619047619047,0.38095238095238093,0.09523809523809523,21,,
spot_1785,0.0,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.45454545454545453,0.09090909090909091,22,,
spot_1878,0.04,0.04,0.0,0.28,0.32,0.32,25,,
spot_1879,0.0,0.047619047619047616,0.0,0.14285714285714285,0.42857142857142855,0.38095238095238093,21,,
spot_1880,0.0,0.037037037037037035,0.037037037037037035,0.4444444444444444,0.2962962962962963,0.18518518518518517,27,,
spot_1881,0.03225806451612903,0.1935483870967742,0.0,0.0967741935483871,0.25806451612903225,0.41935483870967744,31,,
spot_1882,0.0,0.08695652173913043,0.0,0.34782608695652173,0.34782608695652173,0.21739130434782608,23,,
spot_1883,0.0,0.26666666666666666,0.0,0.1,0.4,0.23333333333333334,30,,
spot_1884,0.0,0.13636363636363635,0.0,0.06818181818181818,0.20454545454545456,0.5909090909090909,44,,
spot_1885,0.0,0.02702702702702703,0.0,0.35135135135135137,0.21621621621621623,0.40540540540540543,37,,
spot_1886,0.0,0.4666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.3333333333333333,15,,
spot_1887,0.0,0.1875,0.0,0.5,0.25,0.0625,16,,
spot_1888,0.0,0.42105263157894735,0.0,0.3157894736842105,0.21052631578947367,0.05263157894736842,19,,
spot_1889,0.0,0.0,0.25,0.16666666666666666,0.4166666666666667,0.16666666666666666,12,,
spot_1890,0.0,0.0,0.1111111111111111,0.0,0.8333333333333334,0.05555555555555555,18,,
spot_1891,0.0,0.0,0.0,0.0,0.7692307692307693,0.23076923076923078,13,,
spot_1894,0.045454545454545456,0.22727272727272727,0.0,0.045454545454545456,0.25,0.4318181818181818,44,,
spot_1895,0.025,0.1,0.0,0.025,0.0,0.85,40,,
spot_1896,0.022727272727272728,0.20454545454545456,0.0,0.0,0.09090909090909091,0.6818181818181818,44,,
spot_1897,0.0,0.1724137931034483,0.0,0.06896551724137931,0.6206896551724138,0.13793103448275862,29,,
spot_1898,0.0,0.1111111111111111,0.0,0.16666666666666666,0.5555555555555556,0.16666666666666666,18,,
spot_1899,0.0,0.1,0.15,0.05,0.45,0.25,20,,
spot_1900,0.0,0.6086956521739131,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.0,23,,
spot_1993,0.0,0.14814814814814814,0.0,0.1111111111111111,0.6666666666666666,0.07407407407407407,27,,
spot_1994,0.0,0.0,0.0,0.2857142857142857,0.6190476190476191,0.09523809523809523,21,,
spot_1995,0.06666666666666667,0.13333333333333333,0.0,0.5333333333333333,0.2,0.06666666666666667,15,,
spot_1996,0.0,0.07692307692307693,0.0,0.15384615384615385,0.23076923076923078,0.5384615384615384,13,,
spot_1997,0.0,0.32432432432432434,0.0,0.08108108108108109,0.16216216216216217,0.43243243243243246,37,,
spot_1998,0.03571428571428571,0.42857142857142855,0.0,0.10714285714285714,0.14285714285714285,0.2857142857142857,28,,
spot_1999,0.0,0.14285714285714285,0.0,0.0,0.5714285714285714,0.2857142857142857,14,,
spot_2000,0.0,0.3333333333333333,0.06666666666666667,0.2,0.26666666666666666,0.13333333333333333,15,,
spot_2001,0.0,0.35294117647058826,0.0,0.4117647058823529,0.17647058823529413,0.058823529411764705,17,,
spot_2002,0.03125,0.375,0.0,0.15625,0.1875,0.25,32,,
spot_2003,0.0,0.0,0.47368421052631576,0.10526315789473684,0.3684210526315789,0.05263157894736842,19,,
spot_2004,0.047619047619047616,0.0,0.09523809523809523,0.0,0.6666666666666666,0.19047619047619047,21,,
spot_2008,0.0425531914893617,0.10638297872340426,0.0,0.0425531914893617,0.2127659574468085,0.5957446808510638,47,,
spot_2009,0.06818181818181818,0.0,0.0,0.0,0.13636363636363635,0.7954545454545454,44,,
spot_2010,0.0,0.12,0.12,0.04,0.52,0.2,25,,
spot_2011,0.0,0.07142857142857142,0.10714285714285714,0.0,0.5,0.32142857142857145,28,,
spot_2012,0.0,0.0,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.3333333333333333,18,,
spot_2013,0.0,0.2,0.3333333333333333,0.13333333333333333,0.26666666666666666,0.06666666666666667,15,,
spot_2014,0.0,0.15789473684210525,0.47368421052631576,0.10526315789473684,0.21052631578947367,0.05263157894736842,19,,
spot_2107,0.0,0.07142857142857142,0.0,0.2857142857142857,0.39285714285714285,0.25,28,,
spot_2108,0.0,0.08,0.0,0.24,0.68,0.0,25,,
spot_2109,0.0,0.0,0.0,0.13043478260869565,0.5652173913043478,0.30434782608695654,23,,
spot_2110,0.0,0.045454545454545456,0.0,0.06818181818181818,0.29545454545454547,0.5909090909090909,44,,
spot_2111,0.0,0.07142857142857142,0.0,0.2857142857142857,0.17857142857142858,0.4642857142857143,28,,
spot_2112,0.08333333333333333,0.20833333333333334,0.0,0.041666666666666664,0.16666666666666666,0.5,24,,
spot_2113,0.0,0.12,0.0,0.2,0.12,0.56,25,,
spot_2114,0.0,0.0,0.45454545454545453,0.0,0.45454545454545453,0.09090909090909091,11,,
spot_2115,0.0,0.2,0.0,0.2,0.2,0.4,10,,
spot_2116,0.05,0.35,0.0,0.35,0.25,0.0,20,,
spot_2117,0.0,0.07692307692307693,0.07692307692307693,0.0,0.7692307692307693,0.07692307692307693,13,,
spot_2118,0.0,0.0,0.08333333333333333,0.0,0.8333333333333334,0.08333333333333333,24,,
spot_2121,0.0,0.2,0.0,0.4,0.0,0.4,5,,
spot_2122,0.027777777777777776,0.4444444444444444,0.0,0.0,0.05555555555555555,0.4722222222222222,36,,
spot_2123,0.07317073170731707,0.0,0.0,0.0,0.12195121951219512,0.8048780487804879,41,,
spot_2124,0.0,0.18181818181818182,0.12121212121212122,0.030303030303030304,0.24242424242424243,0.42424242424242425,33,,
spot_2125,0.0,0.0,0.625,0.125,0.125,0.125,8,,
spot_2126,0.0,0.0,0.2727272727272727,0.0,0.36363636363636365,0.36363636363636365,11,,
spot_2127,0.0,0.0,1.0,0.0,0.0,0.0,5,,
spot_2128,0.0,0.0,0.15384615384615385,0.0,0.6153846153846154,0.23076923076923078,13,,
spot_2129,0.0,0.0,1.0,0.0,0.0,0.0,5,,
spot_2222,0.0,0.0,0.0,0.1,0.5666666666666667,0.3333333333333333,30,,
spot_2223,0.0,0.20833333333333334,0.0,0.16666666666666666,0.5416666666666666,0.08333333333333333,24,,
spot_2224,0.0,0.21739130434782608,0.0,0.391304347826087,0.30434782608695654,0.08695652173913043,23,,
spot_2225,0.0,0.3611111111111111,0.0,0.16666666666666666,0.1111111111111111,0.3611111111111111,36,,
spot_2226,0.0,0.047619047619047616,0.0,0.047619047619047616,0.14285714285714285,0.7619047619047619,21,,
spot_2227,0.0,0.21052631578947367,0.05263157894736842,0.3684210526315789,0.15789473684210525,0.21052631578947367,19,,
spot_2228,0.0,0.16666666666666666,0.0,0.5833333333333334,0.25,0.0,12,,
spot_2229,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,6,,
spot_2230,0.0,0.4,0.0,0.4,0.06666666666666667,0.13333333333333333,15,,
spot_2231,0.0,0.16666666666666666,0.25,0.16666666666666666,0.4166666666666667,0.0,12,,
spot_2232,0.0,0.0,0.08695652173913043,0.0,0.6086956521739131,0.30434782608695654,23,,
spot_2235,0.0,0.45454545454545453,0.0,0.09090909090909091,0.22727272727272727,0.22727272727272727,22,,
spot_2236,0.05405405405405406,0.05405405405405406,0.0,0.10810810810810811,0.16216216216216217,0.6216216216216216,37,,
spot_2237,0.0,0.23076923076923078,0.0,0.02564102564102564,0.10256410256410256,0.6410256410256411,39,,
spot_2238,0.047619047619047616,0.047619047619047616,0.0,0.0,0.11904761904761904,0.7857142857142857,42,,
spot_2239,0.0,0.35135135135135137,0.02702702702702703,0.08108108108108109,0.21621621621621623,0.32432432432432434,37,,
spot_2240,0.0,0.0,0.625,0.125,0.125,0.125,8,,
spot_2241,0.0,0.0,0.0,0.0,1.0,0.0,3,,
spot_2242,0.0,0.0,0.375,0.0,0.625,0.0,8,,
spot_2243,0.0,0.1,0.5,0.0,0.3,0.1,10,,
spot_2336,0.0,0.13333333333333333,0.0,0.03333333333333333,0.6,0.23333333333333334,30,,
spot_2337,0.0,0.0,0.0,0.2413793103448276,0.5862068965517241,0.1724137931034483,29,,
spot_2338,0.0,0.5,0.0,0.3,0.2,0.0,10,,
spot_2339,0.0,0.5,0.0,0.3333333333333333,0.16666666666666666,0.0,6,,
spot_2340,0.0,0.05555555555555555,0.0,0.05555555555555555,0.4444444444444444,0.4444444444444444,18,,
spot_2341,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,6,,
spot_2342,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.5263157894736842,0.2631578947368421,19,,
spot_2343,0.0,0.16666666666666666,0.0,0.5,0.3333333333333333,0.0,6,,
spot_2344,0.0,0.2,0.0,0.3,0.4,0.1,10,,
spot_2345,0.0,0.18181818181818182,0.0,0.2727272727272727,0.45454545454545453,0.09090909090909091,11,,
spot_2346,0.0,0.0,0.06451612903225806,0.0,0.7096774193548387,0.22580645161290322,31,,
spot_2348,0.0,0.2,0.0,0.2,0.2,0.4,5,,
spot_2349,0.0,0.36363636363636365,0.0,0.13636363636363635,0.18181818181818182,0.3181818181818182,22,,
spot_2350,0.046511627906976744,0.023255813953488372,0.0,0.023255813953488372,0.18604651162790697,0.7209302325581395,43,,
spot_2351,0.044444444444444446,0.17777777777777778,0.022222222222222223,0.06666666666666667,0.1111111111111111,0.5777777777777777,45,,
spot_2352,0.07317073170731707,0.0975609756097561,0.0,0.0,0.12195121951219512,0.7073170731707317,41,,
spot_2353,0.0,0.3125,0.0,0.09375,0.09375,0.5,32,,
spot_2354,0.0,0.3333333333333333,0.0,0.14285714285714285,0.23809523809523808,0.2857142857142857,21,,
spot_2355,0.0,0.0,0.25,0.0,0.5625,0.1875,16,,
spot_2356,0.0,0.35,0.0,0.2,0.25,0.2,20,,
spot_2357,0.0,0.6086956521739131,0.08695652173913043,0.08695652173913043,0.13043478260869565,0.08695652173913043,23,,
spot_2358,0.0,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.42857142857142855,0.0,14,,
spot_2451,0.0,0.07142857142857142,0.0,0.17857142857142858,0.6428571428571429,0.10714285714285714,28,,
spot_2452,0.0,0.12,0.0,0.28,0.32,0.28,25,,
spot_2453,0.0,0.25,0.0,0.3333333333333333,0.3333333333333333,0.08333333333333333,12,,
spot_2454,0.0,0.36363636363636365,0.0,0.45454545454545453,0.18181818181818182,0.0,11,,
spot_2455,0.0,0.14285714285714285,0.0,0.7142857142857143,0.14285714285714285,0.0,7,,
spot_2456,0.0,0.17647058823529413,0.17647058823529413,0.0,0.6470588235294118,0.0,17,,
spot_2457,0.0,0.18181818181818182,0.0,0.2727272727272727,0.45454545454545453,0.09090909090909091,11,,
spot_2458,0.05,0.3,0.0,0.2,0.3,0.15,20,,
spot_2459,0.0,0.5,0.0,0.2,0.2,0.1,20,,
spot_2460,0.0,0.0,0.0,0.0,0.7027027027027027,0.2972972972972973,37,,
spot_2462,0.0,0.2222222222222222,0.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,9,,
spot_2463,0.0,0.4117647058823529,0.0,0.17647058823529413,0.058823529411764705,0.35294117647058826,17,,
spot_2464,0.022727272727272728,0.22727272727272727,0.0,0.045454545454545456,0.06818181818181818,0.6363636363636364,44,,
spot_2465,0.075,0.075,0.025,0.125,0.15,0.55,40,,
spot_2466,0.0,0.24242424242424243,0.0,0.06060606060606061,0.30303030303030304,0.3939393939393939,33,,
spot_2467,0.05405405405405406,0.05405405405405406,0.0,0.10810810810810811,0.24324324324324326,0.5405405405405406,37,,
spot_2468,0.0,0.28125,0.03125,0.0625,0.1875,0.4375,32,,
spot_2469,0.0,0.24,0.0,0.12,0.4,0.24,25,,
spot_2470,0.0,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.5384615384615384,0.0,13,,
spot_2471,0.0,0.5625,0.0625,0.0625,0.21875,0.09375,32,,
spot_2472,0.0,0.6363636363636364,0.045454545454545456,0.09090909090909091,0.18181818181818182,0.045454545454545456,22,,
spot_2565,0.0,0.03571428571428571,0.0,0.03571428571428571,0.5714285714285714,0.35714285714285715,28,,
spot_2566,0.0,0.0,0.0,0.1111111111111111,0.7222222222222222,0.16666666666666666,18,,
spot_2567,0.0,0.1111111111111111,0.0,0.2222222222222222,0.5,0.16666666666666666,18,,
spot_2568,0.0,0.125,0.0,0.5,0.375,0.0,8,,
spot_2569,0.0,0.0,0.0,0.3,0.45,0.25,20,,
spot_2570,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,6,,
spot_2571,0.0,0.0,0.42857142857142855,0.07142857142857142,0.35714285714285715,0.14285714285714285,14,,
spot_2572,0.0,0.15384615384615385,0.0,0.3076923076923077,0.07692307692307693,0.46153846153846156,13,,
spot_2573,0.0967741935483871,0.22580645161290322,0.0,0.22580645161290322,0.22580645161290322,0.22580645161290322,31,,
spot_2574,0.0,0.2727272727272727,0.0,0.09090909090909091,0.6363636363636364,0.0,11,,
spot_2575,0.7111111111111111,0.0,0.0,0.0,0.2222222222222222,0.06666666666666667,45,,
spot_2576,0.425,0.025,0.0,0.0,0.15,0.4,40,,
spot_2577,0.0,0.36363636363636365,0.0,0.045454545454545456,0.2727272727272727,0.3181818181818182,22,,
spot_2578,0.04,0.2,0.0,0.0,0.04,0.72,25,,
spot_2580,0.0,0.2631578947368421,0.10526315789473684,0.05263157894736842,0.5789473684210527,0.0,19,,
spot_2581,0.0,0.0,0.3076923076923077,0.0,0.6923076923076923,0.0,13,,
spot_2582,0.0,0.0,0.5384615384615384,0.0,0.46153846153846156,0.0,13,,
spot_2583,0.0,0.0,0.5833333333333334,0.0,0.3333333333333333,0.08333333333333333,12,,
spot_2584,0.0,0.26666666666666666,0.2,0.06666666666666667,0.26666666666666666,0.2,15,,
spot_2585,0.0,0.15789473684210525,0.3157894736842105,0.05263157894736842,0.47368421052631576,0.0,19,,
spot_2586,0.037037037037037035,0.37037037037037035,0.037037037037037035,0.0,0.37037037037037035,0.18518518518518517,27,,
spot_2587,0.0,0.43478260869565216,0.0,0.08695652173913043,0.34782608695652173,0.13043478260869565,23,,
spot_2680,0.0,0.14814814814814814,0.0,0.07407407407407407,0.5925925925925926,0.18518518518518517,27,,
spot_2681,0.0,0.0,0.0,0.391304347826087,0.5217391304347826,0.08695652173913043,23,,
spot_2682,0.0,0.2,0.0,0.26666666666666666,0.3333333333333333,0.2,15,,
spot_2683,0.0,0.3,0.0,0.35,0.3,0.05,20,,
spot_2684,0.0,0.0,0.0,0.6363636363636364,0.18181818181818182,0.18181818181818182,11,,
spot_2685,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,6,,
spot_2686,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,3,,
spot_2687,0.0,0.14285714285714285,0.0,0.047619047619047616,0.19047619047619047,0.6190476190476191,21,,
spot_2688,0.0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.0,6,,
spot_2689,0.25,0.16666666666666666,0.0,0.05555555555555555,0.1388888888888889,0.3888888888888889,36,,
spot_2690,0.5476190476190477,0.023809523809523808,0.0,0.09523809523809523,0.11904761904761904,0.21428571428571427,42,,
spot_2691,0.0,0.0,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,6,,
spot_2692,0.0,0.0,0.5,0.0,0.5,0.0,8,,
spot_2693,0.14285714285714285,0.19047619047619047,0.047619047619047616,0.09523809523809523,0.19047619047619047,0.3333333333333333,21,,
spot_2694,0.0,0.25806451612903225,0.03225806451612903,0.0,0.25806451612903225,0.45161290322580644,31,,
spot_2695,0.0,0.17647058823529413,0.29411764705882354,0.0,0.47058823529411764,0.058823529411764705,17,,
spot_2696,0.0,0.09523809523809523,0.14285714285714285,0.0,0.6190476190476191,0.14285714285714285,21,,
spot_2697,0.0,0.43333333333333335,0.0,0.03333333333333333,0.3,0.23333333333333334,30,,
spot_2698,0.0,0.09090909090909091,0.0,0.045454545454545456,0.6818181818181818,0.18181818181818182,22,,
spot_2699,0.0,0.05263157894736842,0.21052631578947367,0.10526315789473684,0.631578947368421,0.0,19,,
spot_2700,0.0,0.2,0.05,0.05,0.65,0.05,20,,
spot_2701,0.0,0.5,0.041666666666666664,0.08333333333333333,0.2916666666666667,0.08333333333333333,24,,
spot_2794,0.0,0.46875,0.0,0.09375,0.28125,0.15625,32,,
spot_2795,0.0,0.0,0.0,0.19230769230769232,0.46153846153846156,0.34615384615384615,26,,
spot_2796,0.0,0.06666666666666667,0.0,0.16666666666666666,0.26666666666666666,0.5,30,,
spot_2797,0.0,0.0,0.0,0.5,0.5,0.0,6,,
spot_2798,0.0,0.22580645161290322,0.0,0.45161290322580644,0.1935483870967742,0.12903225806451613,31,,
spot_2800,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,7,,
spot_2801,0.0,0.16666666666666666,0.0,0.3333333333333333,0.25,0.25,12,,
spot_2802,0.0,0.47058823529411764,0.0,0.47058823529411764,0.058823529411764705,0.0,17,,
spot_2803,0.0,0.65625,0.0,0.03125,0.0625,0.25,32,,
spot_2804,0.08333333333333333,0.25,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,36,,
spot_2805,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,6,,
spot_2806,0.0,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.42857142857142855,14,,
spot_2807,0.0,0.18181818181818182,0.2727272727272727,0.0,0.36363636363636365,0.18181818181818182,11,,
spot_2808,0.09523809523809523,0.09523809523809523,0.0,0.07142857142857142,0.16666666666666666,0.5714285714285714,42,,
spot_2809,0.0,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.5,0.1111111111111111,18,,
spot_2810,0.0,0.0,0.25,0.08333333333333333,0.5833333333333334,0.08333333333333333,12,,
spot_2811,0.0,0.4117647058823529,0.0,0.17647058823529413,0.29411764705882354,0.11764705882352941,17,,
spot_2812,0.0,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.6190476190476191,0.09523809523809523,21,,
spot_2813,0.0,0.0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,12,,
spot_2814,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.5833333333333334,0.08333333333333333,12,,
spot_2815,0.0,0.21428571428571427,0.2857142857142857,0.21428571428571427,0.2857142857142857,0.0,14,,
spot_2816,0.0,0.0,0.6666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,12,,
spot_2909,0.0,0.0,0.034482758620689655,0.06896551724137931,0.4827586206896552,0.41379310344827586,29,,
spot_2910,0.0,0.10714285714285714,0.0,0.03571428571428571,0.6785714285714286,0.17857142857142858,28,,
spot_2911,0.0,0.0625,0.0,0.3125,0.4375,0.1875,32,,
spot_2912,0.0,0.375,0.0,0.25,0.375,0.0,8,,
spot_2913,0.0,0.2727272727272727,0.0,0.2727272727272727,0.2727272727272727,0.18181818181818182,11,,
spot_2915,0.0,0.0,0.0,1.0,0.0,0.0,2,,
spot_2916,0.06666666666666667,0.26666666666666666,0.0,0.06666666666666667,0.2,0.4,15,,
spot_2917,0.0,0.5714285714285714,0.0,0.23809523809523808,0.047619047619047616,0.14285714285714285,21,,
spot_2918,0.0,0.3235294117647059,0.0,0.058823529411764705,0.08823529411764706,0.5294117647058824,34,,
spot_2919,0.0,0.45,0.0,0.2,0.15,0.2,20,,
spot_2920,0.0,0.0,0.46153846153846156,0.0,0.23076923076923078,0.3076923076923077,13,,
spot_2921,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,6,,
spot_2922,0.15151515151515152,0.24242424242424243,0.0,0.06060606060606061,0.18181818181818182,0.36363636363636365,33,,
spot_2923,0.0,0.12,0.12,0.12,0.44,0.2,25,,
spot_2924,0.0,0.0,0.6,0.0,0.3,0.1,10,,
spot_2925,0.0,0.0,0.2,0.0,0.6,0.2,10,,
spot_2926,0.0,0.0,0.15384615384615385,0.15384615384615385,0.6153846153846154,0.07692307692307693,13,,
spot_2927,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,6,,
spot_2928,0.0,0.0,0.5,0.1,0.4,0.0,10,,
spot_2929,0.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,9,,
spot_2930,0.0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,7,,
spot_3023,0.0,0.06060606060606061,0.09090909090909091,0.09090909090909091,0.6363636363636364,0.12121212121212122,33,,
spot_3024,0.0,0.0,0.0,0.0625,0.53125,0.40625,32,,
spot_3025,0.0,0.0,0.0,0.0,0.4230769230769231,0.5769230769230769,26,,
spot_3026,0.0,0.30434782608695654,0.0,0.4782608695652174,0.13043478260869565,0.08695652173913043,23,,
spot_3027,0.0,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,6,,
spot_3029,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,6,,
spot_3030,0.0,0.2222222222222222,0.0,0.5555555555555556,0.2222222222222222,0.0,9,,
spot_3031,0.0,0.45,0.0,0.15,0.3,0.1,20,,
spot_3032,0.0,0.5714285714285714,0.0,0.14285714285714285,0.07142857142857142,0.21428571428571427,14,,
spot_3033,0.0,0.14285714285714285,0.14285714285714285,0.0,0.7142857142857143,0.0,7,,
spot_3034,0.1,0.1,0.5,0.0,0.2,0.1,10,,
spot_3035,0.0,0.0,0.5,0.0,0.35714285714285715,0.14285714285714285,14,,
spot_3037,0.13513513513513514,0.2972972972972973,0.0,0.02702702702702703,0.13513513513513514,0.40540540540540543,37,,
spot_3038,0.0,0.08333333333333333,0.16666666666666666,0.0,0.6666666666666666,0.08333333333333333,12,,
spot_3039,0.0,0.0,0.7142857142857143,0.0,0.14285714285714285,0.14285714285714285,7,,
spot_3040,0.0,0.0,0.5454545454545454,0.09090909090909091,0.2727272727272727,0.09090909090909091,11,,
spot_3041,0.0,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.25,0.0,12,,
spot_3042,0.0,0.0,1.0,0.0,0.0,0.0,10,,
spot_3043,0.0,0.0,0.5,0.0,0.3,0.2,10,,
spot_3044,0.0,0.0,1.0,0.0,0.0,0.0,6,,
spot_3045,0.0,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0,7,,
spot_3138,0.0,0.10714285714285714,0.03571428571428571,0.25,0.5,0.10714285714285714,28,,
spot_3139,0.0,0.0,0.0,0.08,0.52,0.4,25,,
spot_3140,0.0,0.045454545454545456,0.0,0.13636363636363635,0.22727272727272727,0.5909090909090909,22,,
spot_3141,0.0,0.21428571428571427,0.0,0.39285714285714285,0.32142857142857145,0.07142857142857142,28,,
spot_3142,0.0,0.05,0.0,0.25,0.45,0.25,20,,
spot_3144,0.0,0.7142857142857143,0.0,0.2857142857142857,0.0,0.0,7,,
spot_3145,0.0,0.25,0.0,0.25,0.4166666666666667,0.08333333333333333,12,,
spot_3146,0.045454545454545456,0.36363636363636365,0.0,0.22727272727272727,0.22727272727272727,0.13636363636363635,22,,
spot_3147,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,3,,
spot_3148,0.0,0.5217391304347826,0.0,0.043478260869565216,0.34782608695652173,0.08695652173913043,23,,
spot_3149,0.0,0.0,0.5,0.0,0.5,0.0,6,,
spot_3151,0.11764705882352941,0.29411764705882354,0.058823529411764705,0.058823529411764705,0.23529411764705882,0.23529411764705882,17,,
spot_3152,0.05714285714285714,0.37142857142857144,0.02857142857142857,0.05714285714285714,0.17142857142857143,0.3142857142857143,35,,
spot_3153,0.0,0.23529411764705882,0.0,0.0,0.35294117647058826,0.4117647058823529,34,,
spot_3154,0.0,0.32,0.0,0.04,0.56,0.08,25,,
spot_3155,0.0,0.3684210526315789,0.0,0.0,0.5789473684210527,0.05263157894736842,19,,
spot_3156,0.0,0.0,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.4166666666666667,12,,
spot_3157,0.0,0.13333333333333333,0.2,0.2,0.4666666666666667,0.0,15,,
spot_3158,0.0,0.0,0.5,0.07142857142857142,0.42857142857142855,0.0,14,,
spot_3159,0.0,0.0,0.8333333333333334,0.0,0.0,0.16666666666666666,6,,
spot_3252,0.0,0.28,0.12,0.12,0.48,0.0,25,,
spot_3253,0.0,0.03571428571428571,0.0,0.21428571428571427,0.42857142857142855,0.32142857142857145,28,,
spot_3254,0.0,0.0625,0.0,0.09375,0.4375,0.40625,32,,
spot_3255,0.0,0.06060606060606061,0.0,0.24242424242424243,0.15151515151515152,0.5454545454545454,33,,
spot_3256,0.0,0.3333333333333333,0.0,0.2222222222222222,0.37037037037037035,0.07407407407407407,27,,
spot_3257,0.0,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,7,,
spot_3260,0.0,0.29411764705882354,0.0,0.058823529411764705,0.35294117647058826,0.29411764705882354,17,,
spot_3261,0.0,0.42857142857142855,0.0,0.21428571428571427,0.35714285714285715,0.0,14,,
spot_3262,0.0,0.6097560975609756,0.0,0.07317073170731707,0.07317073170731707,0.24390243902439024,41,,
spot_3263,0.0,0.0,0.0,0.3333333333333333,0.5,0.16666666666666666,6,,
spot_3265,0.0,0.0,0.6923076923076923,0.0,0.3076923076923077,0.0,13,,
spot_3266,0.0,0.0,0.625,0.0,0.375,0.0,8,,
spot_3267,0.0,0.0,0.36363636363636365,0.0,0.36363636363636365,0.2727272727272727,11,,
spot_3268,0.05555555555555555,0.6666666666666666,0.0,0.0,0.05555555555555555,0.2222222222222222,18,,
spot_3269,0.0,0.08333333333333333,0.5833333333333334,0.0,0.3333333333333333,0.0,12,,
spot_3270,0.0,0.25,0.0,0.0,0.5,0.25,4,,
spot_3271,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.5555555555555556,0.0,9,,
spot_3272,0.0,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.5294117647058824,0.17647058823529413,17,,
