cell_id,cell_type
diifkano-1,Macrophages
diiflfjo-1,CD8+ T cells
diifneda-1,CD8+ T cells
diigbnaa-1,CD8+ T cells
diigboch-1,CD8+ T cells
diigcajb-1,CD8+ T cells
diigmjeg-1,CD8+ T cells
diigmjib-1,CD8+ T cells
diigmmam-1,Mixed Immune
diihdjik-1,Macrophages
diihehli-1,Macrophages
diihflnb-1,Vascular Stromal
diihhpfa-1,Proliferating T
diihippk-1,Proliferating T
diihjfne-1,Proliferating T
diihljao-1,CD8+ T cells
diihpcnn-1,Macrophages
diiicghb-1,Proliferating T
diiiemkn-1,Proliferating T
diiifbpk-1,Macrophages
diiigdki-1,CD8+ T cells
diiiimbc-1,Macrophages
diiiimlc-1,CD8+ T cells
diiikckh-1,Mixed Immune
diiildbh-1,Macrophages
diiimdan-1,CD8+ T cells
diiimokf-1,Epithelial
diiiocbf-1,CD8+ T cells
diiiohlb-1,Macrophages
diiipkoa-1,CD8+ T cells
diijebml-1,CD8+ T cells
diijedkm-1,Macrophages
diijjhbi-1,Mixed Immune
diijmcij-1,Macrophages
diijoide-1,CD8+ T cells
diikcefm-1,CD8+ T cells
diikceic-1,Macrophages
diikcphm-1,CD8+ T cells
diikdpfn-1,Mixed Immune
diikfpdc-1,Epithelial
diikhfej-1,Macrophages
diikmbmn-1,CD8+ T cells
diikofll-1,Macrophages
diilajho-1,Macrophages
diilbaeo-1,Epithelial
diilbjpo-1,Macrophages
diilffpi-1,CD8+ T cells
diilfncb-1,CD8+ T cells
diilgpin-1,CD8+ T cells
diilkfek-1,CD8+ T cells
diilnjmi-1,Macrophages
diilohgg-1,CD8+ T cells
diimbckk-1,CD8+ T cells
diimcbbj-1,CD8+ T cells
diimeceh-1,Macrophages
diimfion-1,Macrophages
diimgoin-1,CD8+ T cells
diimhipg-1,Mixed Immune
diimjgfc-1,Macrophages
diimngbm-1,Macrophages
diimpoag-1,Macrophages
diindofe-1,Macrophages
diinelkm-1,CD8+ T cells
diinkcig-1,CD8+ T cells
diinndai-1,CD8+ T cells
diinoihg-1,CD8+ T cells
diioaclh-1,CD8+ T cells
diiockfd-1,CD8+ T cells
diiodjfb-1,Epithelial
diiokakk-1,Epithelial
diiokgil-1,Macrophages
diiokjda-1,Macrophages
diioldlk-1,Epithelial
diiopgfa-1,Macrophages
diipcnjk-1,CD8+ T cells
diiphnap-1,Mixed Immune
diipidon-1,Macrophages
diipioln-1,CD8+ T cells
diipmihf-1,Macrophages
diipokbg-1,CD8+ T cells
diippgah-1,CD8+ T cells
dijaalgf-1,Epithelial
dijaamhb-1,CD8+ T cells
dijaamla-1,CD8+ T cells
dijaapbi-1,Macrophages
dijahooj-1,Epithelial
dijaipgm-1,CD8+ T cells
dijampno-1,Epithelial
dijapjli-1,CD8+ T cells
dijbacak-1,Macrophages
dijbaicm-1,Epithelial
dijbccai-1,Mixed Immune
dijbcoji-1,Epithelial
dijbdlhb-1,Macrophages
dijbegnk-1,Macrophages
dijbekbm-1,CD8+ T cells
dijbemef-1,Macrophages
dijbhhei-1,Macrophages
dijbjfna-1,Epithelial
dijbkfnd-1,CD8+ T cells
dijbpjpn-1,Epithelial
dijcdacf-1,Macrophages
dijcdgfc-1,Macrophages
dijcfmjb-1,Mixed Immune
dijdcgki-1,Macrophages
dijdegdc-1,Macrophages
dijdhlnd-1,Macrophages
dijdidgk-1,Macrophages
dijdnckm-1,Macrophages
dijdohck-1,Mixed Immune
dijdojon-1,Macrophages
dijebgdk-1,Epithelial
dijecblp-1,Macrophages
dijehaal-1,Macrophages
dijehdhj-1,Macrophages
dijekdop-1,Macrophages
dijemfhe-1,Mixed Immune
dijemkap-1,Epithelial
dijenacj-1,Epithelial
dijfcojj-1,Epithelial
dijfgokg-1,Epithelial
dijfmhne-1,Macrophages
dijgdgmp-1,CD8+ T cells
dijgelbg-1,Mixed Immune
dijggcfn-1,CD8+ T cells
dijghbie-1,Epithelial
dijghjfm-1,CD8+ T cells
dijgjnje-1,Mixed Immune
dijgmcbf-1,Macrophages
dijgokmh-1,CD8+ T cells
dijhghhd-1,Mixed Immune
dijhkphf-1,Macrophages
dijhnhnn-1,Mixed Immune
dijhnode-1,Macrophages
dijiblpp-1,Macrophages
dijicjgh-1,Mixed Immune
dijidikh-1,Macrophages
dijiehme-1,CD8+ T cells
dijigagl-1,Mixed Immune
dijihgab-1,Macrophages
dijikmlo-1,Epithelial
dijimbeb-1,Macrophages
dijimmcp-1,Mixed Immune
dijingjj-1,Mixed Immune
dijjdhmf-1,Mixed Immune
dijjdopg-1,Macrophages
dijjgldj-1,Macrophages
dijjhgml-1,Epithelial
dijjhjob-1,Epithelial
dijjinhi-1,CD8+ T cells
dijjpnoc-1,Macrophages
dijkbnbj-1,Epithelial
dijkdeff-1,Macrophages
dijkdmdi-1,Mixed Immune
dijkecal-1,Proliferating T
dijkemfa-1,Macrophages
dijkjjac-1,Epithelial
dijkkaok-1,Macrophages
dijklmcl-1,Macrophages
dijkmokn-1,Epithelial
dijkmplm-1,CD8+ T cells
dijkonac-1,Epithelial
dijlaing-1,Macrophages
dijldihb-1,Epithelial
dijlecfm-1,Epithelial
dijleecc-1,CD8+ T cells
dijlgcin-1,Epithelial
dijliimc-1,Epithelial
dijljemc-1,CD8+ T cells
dijljlde-1,Mixed Immune
dijlppkn-1,Macrophages
dijmddfh-1,Macrophages
dijmgcfc-1,Macrophages
dijmifgl-1,Epithelial
dijmkgfj-1,Macrophages
dijmkjop-1,Macrophages
dijmlmhl-1,Mixed Immune
dijmmglg-1,CD8+ T cells
dijnbkic-1,Macrophages
dijnemid-1,Macrophages
dijnfomd-1,CD8+ T cells
dijngijo-1,Macrophages
dijnhbfo-1,Epithelial
dijnhkom-1,Macrophages
dijnngen-1,Macrophages
dijnoglh-1,Mixed Immune
dijodaoh-1,Macrophages
dijoddjn-1,Macrophages
dijoheji-1,Epithelial
dijohmom-1,Macrophages
dijoioob-1,Epithelial
dijojbgp-1,Macrophages
dijopfli-1,Epithelial
dijophhe-1,CD8+ T cells
dijpddkj-1,Macrophages
dijphgip-1,Epithelial
dijpjfbo-1,Macrophages
dijpjnio-1,Macrophages
dijpolhj-1,Macrophages
dikagenp-1,CD8+ T cells
dikaihao-1,CD8+ T cells
dikalmoe-1,Macrophages
dikamnip-1,Macrophages
dikancke-1,Macrophages
dikapjea-1,Mixed Immune
dikbamap-1,Macrophages
dikbebfh-1,Macrophages
dikbehlh-1,Epithelial
dikbgnak-1,Epithelial
dikbhipi-1,CD8+ T cells
dikbipgp-1,Macrophages
dikbloen-1,Macrophages
dikbmpam-1,Macrophages
dikcaidd-1,CD8+ T cells
dikcdcii-1,Mixed Immune
dikcdjgg-1,Epithelial
dikcdjnd-1,Epithelial
dikcedce-1,Epithelial
dikcegmp-1,Epithelial
dikchpbi-1,CD8+ T cells
dikcjifc-1,Epithelial
dikcknjo-1,Macrophages
dikcngbm-1,Macrophages
dikcojnk-1,CD8+ T cells
dikdbbhn-1,Macrophages
dikdccep-1,Mixed Immune
dikddbog-1,Epithelial
dikddoda-1,CD8+ T cells
dikdeckp-1,Macrophages
dikdfgpp-1,Macrophages
dikdjelh-1,Macrophages
dikdkkfm-1,Macrophages
dikdlnik-1,Macrophages
dikdmebm-1,Stromal
dikdojkc-1,Mixed Immune
dikdpmia-1,Proliferating T
dikebedm-1,Mixed Immune
dikecaok-1,Macrophages
dikecclb-1,Macrophages
dikeoeci-1,Macrophages
dikeopck-1,CD8+ T cells
dikfcjoo-1,Mixed Immune
dikfgepa-1,Epithelial
dikfgldf-1,CD8+ T cells
dikfjioh-1,Epithelial
dikfkbbc-1,Macrophages
dikfkkfm-1,Mixed Immune
dikgakem-1,Proliferating T
dikgekmb-1,Macrophages
dikgenkg-1,CD8+ T cells
dikgihep-1,CD8+ T cells
dikgjomm-1,CD8+ T cells
dikglepo-1,CD8+ T cells
dikgmbpf-1,CD8+ T cells
dikgnehc-1,Macrophages
dikgpamk-1,Macrophages
dikgpedd-1,CD8+ T cells
dikgpfdk-1,Macrophages
dikgponi-1,Macrophages
dikhcoap-1,Macrophages
dikheebc-1,Macrophages
dikhfdbj-1,CD8+ T cells
dikhffji-1,Macrophages
dikhgalm-1,CD8+ T cells
dikhgpch-1,CD8+ T cells
dikhjojc-1,CD8+ T cells
dikhkdlp-1,CD8+ T cells
dikhkmpb-1,Macrophages
dikhmjok-1,Macrophages
dikhoikg-1,CD8+ T cells
dikialpi-1,Epithelial
dikidkfh-1,CD8+ T cells
dikihbel-1,Macrophages
dikihlkm-1,Macrophages
dikinkli-1,CD8+ T cells
dikipbmf-1,Macrophages
dikjbbbe-1,Mixed Immune
dikjfheb-1,CD8+ T cells
dikjfnkb-1,Macrophages
dikjkmgf-1,CD8+ T cells
dikjkncp-1,Macrophages
dikjnmgd-1,CD8+ T cells
dikkbcpd-1,CD8+ T cells
dikkpelo-1,Macrophages
diklbecc-1,CD8+ T cells
diklbmii-1,Macrophages
dikldbbf-1,Mixed Immune
diklgija-1,Mixed Immune
dikljeek-1,Macrophages
diklkiki-1,Mixed Immune
dikllcdd-1,CD8+ T cells
dikllcgg-1,Macrophages
dikllpjo-1,Macrophages
diklphdo-1,CD8+ T cells
dikmcaga-1,Macrophages
dikmgoed-1,Macrophages
dikmijea-1,Mixed Immune
dikmlgmp-1,CD8+ T cells
dikmllbh-1,CD8+ T cells
dikmmnpm-1,Mixed Immune
dikmomil-1,Macrophages
diknaock-1,Macrophages
diknbhfo-1,Mixed Immune
diknenph-1,Macrophages
diknfpmj-1,Macrophages
dikngkhi-1,Mixed Immune
dikngodf-1,Macrophages
dikniaab-1,CD8+ T cells
diknioio-1,Macrophages
diknlgkp-1,CD8+ T cells
diknmnam-1,Epithelial
diknonhp-1,Macrophages
dikockld-1,CD8+ T cells
dikodeia-1,Mixed Immune
dikoedcj-1,Mixed Immune
dikofahj-1,Mixed Immune
dikojfdg-1,CD8+ T cells
dikojnch-1,CD8+ T cells
dikolgej-1,Mixed Immune
dikpfaip-1,Mixed Immune
dikphbpg-1,Mixed Immune
dikpihgd-1,Mixed Immune
dikpikkm-1,CD8+ T cells
dikpldeo-1,CD8+ T cells
dikpljhm-1,CD8+ T cells
dikpmell-1,Mixed Immune
dikpmjdd-1,Macrophages
dikpmknd-1,Mixed Immune
dikpnpca-1,Macrophages
dilaapnl-1,CD8+ T cells
dilakijf-1,CD8+ T cells
dilaklfn-1,Epithelial
dilaomoj-1,Macrophages
dilbdcck-1,CD8+ T cells
dilbegll-1,CD8+ T cells
dilbffbe-1,Macrophages
dilbggal-1,CD8+ T cells
dilbpopa-1,CD8+ T cells
dilcakpp-1,Epithelial
dilcanoh-1,Mixed Immune
dilcclfb-1,Macrophages
dilcfpkd-1,CD8+ T cells
dilckong-1,Macrophages
dilcledh-1,CD8+ T cells
dilclfpk-1,Epithelial
dilcloda-1,Macrophages
dilcmlmd-1,CD8+ T cells
dilcpbpo-1,Macrophages
dilcpnko-1,CD8+ T cells
dildiodl-1,CD8+ T cells
dildjcgi-1,Macrophages
dildjocl-1,CD8+ T cells
dildkmfd-1,CD8+ T cells
dildljja-1,CD8+ T cells
dildllog-1,Epithelial
dildnmie-1,Epithelial
dildombi-1,Epithelial
dildpmfh-1,Epithelial
dileabmm-1,Macrophages
dilebdge-1,Macrophages
dileekig-1,Macrophages
dilefdca-1,Mixed Immune
dilehbfd-1,CD8+ T cells
dilejbnk-1,CD8+ T cells
dilfeabb-1,Macrophages
dilffgog-1,Macrophages
dilfhdbf-1,Macrophages
dilfhelm-1,CD8+ T cells
dilfikai-1,Macrophages
dilfjegk-1,CD8+ T cells
dilfjihk-1,CD8+ T cells
dilfjklh-1,Macrophages
dilfoggn-1,Macrophages
dilfpjha-1,CD8+ T cells
dilgbmjm-1,Mixed Immune
dilgnalj-1,Macrophages
dilgndnk-1,Macrophages
dilhcdnj-1,Mixed Immune
dilhhinc-1,Mixed Immune
dilhhpln-1,Macrophages
dilhjfka-1,Macrophages
dilhjlag-1,Epithelial
dilhmlpn-1,Macrophages
dilhnkdo-1,Epithelial
diliafdh-1,Mixed Immune
dilijojd-1,Macrophages
dilikncl-1,Macrophages
dililinc-1,Macrophages
diljciai-1,Mixed Immune
diljdmkh-1,CD8+ T cells
diljhpen-1,CD8+ T cells
diljiahp-1,CD8+ T cells
diljimmo-1,Epithelial
diljkhna-1,Macrophages
diljlnck-1,Mixed Immune
diljpaha-1,Macrophages
dilkbkkd-1,Epithelial
dilkjmbh-1,Epithelial
dilkkmbd-1,CD8+ T cells
dilknfan-1,Macrophages
dilkocce-1,Epithelial
dilkpnfn-1,CD8+ T cells
dillciac-1,Macrophages
dillkmbg-1,Mixed Immune
dilllpkd-1,CD8+ T cells
dilmbndl-1,CD8+ T cells
dilmgpna-1,Macrophages
dilmhkge-1,Macrophages
dilmjbed-1,CD8+ T cells
dilmljni-1,Macrophages
dilmofdj-1,Macrophages
dilnadjl-1,CD8+ T cells
dilnajmm-1,Macrophages
dilnbdnd-1,Macrophages
dilnccmn-1,CD8+ T cells
dilncncd-1,CD8+ T cells
dilndgal-1,CD8+ T cells
dilneooh-1,Macrophages
dilnlmhk-1,Macrophages
dilnmlii-1,CD8+ T cells
dilnmmig-1,CD8+ T cells
diloaepk-1,Macrophages
diloagfi-1,Macrophages
diloeihm-1,Mixed Immune
dilokckg-1,CD8+ T cells
dilolgkp-1,Macrophages
dilomgco-1,Macrophages
diloppff-1,Macrophages
dilpabbd-1,Mixed Immune
dilpdkbl-1,CD8+ T cells
dilpeddc-1,Macrophages
dilpelid-1,CD8+ T cells
dilpflke-1,CD8+ T cells
dilpjfcb-1,Macrophages
dilpkbjb-1,Macrophages
dilpkbjl-1,CD8+ T cells
dilpkgek-1,CD8+ T cells
dilplgkk-1,CD8+ T cells
dilpmmag-1,CD8+ T cells
dilpnffo-1,CD8+ T cells
dimaekin-1,Macrophages
dimagmok-1,Mixed Immune
dimaieab-1,CD8+ T cells
dimajnph-1,CD8+ T cells
dimapgbi-1,CD8+ T cells
dimbblgf-1,Macrophages
dimbfnik-1,Macrophages
dimbgncf-1,Mixed Immune
dimbihkd-1,Mixed Immune
dimbikhi-1,Mixed Immune
dimbkjoo-1,Macrophages
dimblgli-1,Macrophages
dimbmlic-1,Macrophages
dimbooai-1,CD8+ T cells
dimboobg-1,Myofibroblasts
dimcbelc-1,CD8+ T cells
dimcefpo-1,Macrophages
dimcfbob-1,CD8+ T cells
dimcfipc-1,Mixed Immune
dimcfjih-1,Macrophages
dimcgopo-1,CD8+ T cells
dimchcpo-1,Macrophages
dimchepc-1,CD8+ T cells
dimchjhi-1,CD8+ T cells
dimckiin-1,Macrophages
dimcmmha-1,CD8+ T cells
dimcnelj-1,Macrophages
dimdabld-1,Mixed Immune
dimdgfno-1,CD8+ T cells
dimdidci-1,CD8+ T cells
dimdkbed-1,CD8+ T cells
dimdkcae-1,CD8+ T cells
dimdkicg-1,CD8+ T cells
dimdoolc-1,CD8+ T cells
dimedpfj-1,Macrophages
dimeecig-1,Mixed Immune
dimelahj-1,CD8+ T cells
dimelojh-1,Macrophages
dimennef-1,Mixed Immune
dimeoedn-1,Epithelial
dimepgda-1,CD8+ T cells
dimepnei-1,Macrophages
dimfehlo-1,Macrophages
dimfembl-1,Mixed Immune
dimfiaid-1,CD8+ T cells
dimfikhg-1,Macrophages
dimfmpke-1,Macrophages
dimfnooh-1,Macrophages
dimfoejh-1,CD8+ T cells
dimgapgl-1,Macrophages
dimgboko-1,Macrophages
dimghpba-1,CD8+ T cells
dimgiamc-1,Macrophages
dimgjdan-1,Macrophages
dimglfbl-1,Macrophages
dimhalkp-1,CD8+ T cells
dimhdihp-1,CD8+ T cells
dimhegog-1,Macrophages
dimhfboa-1,Macrophages
dimhhijb-1,Macrophages
dimhlpll-1,Macrophages
dimhoabg-1,Macrophages
dimhoido-1,CD8+ T cells
dimidmfk-1,Macrophages
dimigjfl-1,Macrophages
dimigngi-1,CD8+ T cells
dimihnin-1,CD8+ T cells
dimiibah-1,Macrophages
dimiillj-1,Macrophages
dimijdjj-1,Epithelial
dimijmjn-1,CD8+ T cells
dimjcpaf-1,Mixed Immune
dimjdjam-1,CD8+ T cells
dimjfjdp-1,CD8+ T cells
dimjiaea-1,Macrophages
dimjjmpg-1,CD8+ T cells
dimjodcj-1,CD8+ T cells
dimkcamd-1,Macrophages
dimkcbnc-1,Mixed Immune
dimkcgga-1,Mixed Immune
dimkckho-1,Mixed Immune
dimkcmnf-1,CD8+ T cells
dimkdhob-1,Mixed Immune
dimkgpob-1,CD8+ T cells
dimkhalc-1,CD8+ T cells
dimkjamm-1,CD8+ T cells
dimkkgke-1,Macrophages
dimknhdd-1,CD8+ T cells
dimlcobp-1,Macrophages
dimldfok-1,Mixed Immune
dimljeoa-1,Macrophages
dimljjif-1,Macrophages
dimlkbfi-1,CD8+ T cells
dimlkinb-1,CD8+ T cells
dimllbol-1,CD8+ T cells
dimlnahi-1,CD8+ T cells
dimlofle-1,CD8+ T cells
dimmdfml-1,Macrophages
dimmeemm-1,CD8+ T cells
dimmgcoo-1,CD8+ T cells
dimmlcle-1,CD8+ T cells
dimnedml-1,Mixed Immune
dimngkac-1,Mixed Immune
dimnhjhe-1,Mixed Immune
dimnlgbo-1,Macrophages
dimnokel-1,Proliferating T
dimnpdpe-1,Proliferating T
dimnpkol-1,CD8+ T cells
dimodbii-1,B cells
dimogcld-1,CD8+ T cells
dimohcfo-1,CD8+ T cells
dimohmkl-1,Macrophages
dimoopfe-1,Macrophages
dimpdepb-1,Macrophages
dimpejao-1,Proliferating T
dimpgpdi-1,Proliferating T
dimphfpp-1,Proliferating T
dimpinib-1,Macrophages
dimpkioo-1,Macrophages
dinabfbl-1,CD8+ T cells
dinaegih-1,CD8+ T cells
dinaffmo-1,B cells
dinahppl-1,Proliferating T
dinanaeo-1,CD8+ T cells
dinanfah-1,Proliferating T
dinaoepk-1,Proliferating T
dinbaaad-1,CD8+ T cells
dinbcijb-1,Endothelial
dinbfmfg-1,Proliferating T
dinbhcgn-1,CD8+ T cells
dinbihdl-1,CD8+ T cells
dinbkbmm-1,Proliferating T
dinbkfgn-1,Proliferating T
dinbmekc-1,Endothelial
dinbmiik-1,Proliferating T
dinbnpdd-1,CD8+ T cells
dinbpkoi-1,Mixed Immune
dincbaoe-1,Macrophages
dincbbdn-1,Macrophages
dincegea-1,Macrophages
dincgkoh-1,CD8+ T cells
dincgodi-1,CD8+ T cells
dincgpjl-1,Macrophages
dinchimp-1,Proliferating T
dinckdpk-1,Proliferating T
dinconld-1,Macrophages
dindapmn-1,Macrophages
dindbhhh-1,Proliferating T
dindealm-1,Proliferating T
dindfhaa-1,CD8+ T cells
dindhpje-1,CD8+ T cells
dindkhil-1,CD8+ T cells
dindmafm-1,Macrophages
dindmgmk-1,CD8+ T cells
dindmiid-1,CD8+ T cells
dineboho-1,Macrophages
dinedeka-1,Stromal
dinefepb-1,Macrophages
dinehlaf-1,Mixed Immune
dinejnge-1,Macrophages
dineobjm-1,Macrophages
dineoona-1,Macrophages
dinfcakn-1,Macrophages
dinfdmeg-1,Macrophages
dinffifn-1,Macrophages
dinfhijh-1,Proliferating T
dinfhopa-1,Macrophages
dingcmpp-1,Mixed Immune
dingkjpb-1,Macrophages
dingncim-1,Mixed Immune
dingpkcd-1,Macrophages
dinhaegg-1,Macrophages
dinhbilk-1,CD8+ T cells
dinhihkk-1,Macrophages
dinhijge-1,CD8+ T cells
dinhimhm-1,Mixed Immune
dinhmmbl-1,CD8+ T cells
dinhplig-1,CD8+ T cells
diniceon-1,CD8+ T cells
dinicljc-1,CD8+ T cells
dinidohi-1,CD8+ T cells
diniiepg-1,Macrophages
dinijenl-1,Macrophages
dinikhlc-1,Macrophages
dinikmll-1,CD8+ T cells
diningpe-1,CD8+ T cells
diniocfj-1,CD8+ T cells
dinjbhnh-1,CD8+ T cells
dinjckph-1,Mixed Immune
dinjclff-1,CD8+ T cells
dinjdaci-1,Mixed Immune
dinjhopf-1,Mixed Immune
dinjhopo-1,Macrophages
dinjkoho-1,CD8+ T cells
dinjndff-1,Macrophages
dinjnkce-1,CD8+ T cells
dinjopki-1,CD8+ T cells
dinkccfc-1,CD8+ T cells
dinkcjia-1,CD8+ T cells
dinkhjmo-1,Macrophages
dinklmhm-1,CD8+ T cells
dinlbfch-1,Mixed Immune
dinlhhif-1,Mixed Immune
dinliiel-1,Macrophages
dinlkgmm-1,CD8+ T cells
dinllpke-1,CD8+ T cells
dinlmagi-1,Mixed Immune
dinlmdof-1,CD8+ T cells
dinlojjl-1,CD8+ T cells
dinmdifc-1,Macrophages
dinmfijb-1,Epithelial
dinmfjeo-1,Mixed Immune
dinmfmoa-1,CD8+ T cells
dinmfpgj-1,CD8+ T cells
dinmphhb-1,CD8+ T cells
dinmpofp-1,Mixed Immune
dinndeij-1,CD8+ T cells
dinngnec-1,Epithelial
dinnhdfg-1,CD8+ T cells
dinnidjm-1,CD8+ T cells
dinnjpem-1,Macrophages
dinnmlhi-1,CD8+ T cells
dinnnlpl-1,Macrophages
dinnpajk-1,Proliferating T
dinoaahg-1,Endothelial
dinohncm-1,Macrophages
dinoicnl-1,Mixed Immune
dinolnfp-1,Epithelial
dinondlj-1,Macrophages
dinopbkn-1,Macrophages
dinpblid-1,CD8+ T cells
dinpdfai-1,Proliferating T
dinpgcfg-1,Macrophages
dinpgidd-1,Stromal
dinpglia-1,CD8+ T cells
dinpgokf-1,Macrophages
dinplhge-1,Macrophages
dinplopp-1,Macrophages
dinpmjhn-1,CD8+ T cells
dioaenbn-1,Macrophages
dioafkph-1,Macrophages
dioagali-1,Macrophages
dioahlid-1,CD8+ T cells
dioaiefd-1,Macrophages
dioammak-1,Mixed Immune
dioanojf-1,CD8+ T cells
dioaofnl-1,Macrophages
dioaphpf-1,Mixed Immune
dioappkf-1,Mixed Immune
diobaekj-1,Epithelial
diobbboc-1,Proliferating T
diobdbhi-1,CD8+ T cells
diobgpjn-1,Macrophages
diobmhnk-1,Epithelial
diobnild-1,Proliferating T
diobopmg-1,Macrophages
diocbnfk-1,Macrophages
diochmfa-1,CD8+ T cells
dioclffi-1,Macrophages
diocmnac-1,CD8+ T cells
dioddpag-1,Macrophages
diodeefa-1,CD8+ T cells
diodeenj-1,Endothelial
diodhphl-1,Macrophages
diodiaom-1,Proliferating T
diodjjkp-1,CD8+ T cells
dioeajdj-1,Macrophages
dioecplp-1,Proliferating T
dioednmd-1,Proliferating T
dioeghhl-1,Mixed Immune
dioehjip-1,Proliferating T
dioekkdn-1,CD8+ T cells
diofchca-1,Macrophages
diofcoll-1,CD8+ T cells
dioffkjd-1,CD8+ T cells
diofgdjj-1,Mixed Immune
diofhaej-1,Macrophages
diofjjmp-1,Macrophages
diofpjdc-1,CD8+ T cells
diofplbp-1,Macrophages
diogapmp-1,Proliferating T
diogchgm-1,Macrophages
diogdhmn-1,Macrophages
diogebng-1,Endothelial
diogfdki-1,Proliferating T
diogiiie-1,CD8+ T cells
dioginan-1,Macrophages
diogjccj-1,Macrophages
diogkdij-1,CD8+ T cells
diogkoki-1,Epithelial
dioglolg-1,Mixed Immune
diognegd-1,Macrophages
diogomci-1,Proliferating T
diogpcje-1,CD8+ T cells
diohaodn-1,Macrophages
diohdfah-1,CD8+ T cells
diohfemf-1,Proliferating T
diohpdnc-1,Mixed Immune
dioibfnn-1,Macrophages
dioicegg-1,Macrophages
dioieakl-1,Macrophages
dioigkmi-1,Mixed Immune
dioigpji-1,CD8+ T cells
dioiicpo-1,Macrophages
dioiimmh-1,CD8+ T cells
dioikinj-1,Macrophages
dioimnno-1,Proliferating T
diojfflf-1,Macrophages
diojknob-1,CD8+ T cells
diojldce-1,CD8+ T cells
diojmfod-1,Proliferating T
diojndam-1,CD8+ T cells
diojobhh-1,CD8+ T cells
diojogfi-1,Macrophages
diokbecg-1,Mixed Immune
diokbpap-1,CD8+ T cells
diokcdpm-1,Mixed Immune
diokdeio-1,CD8+ T cells
diokhcnp-1,CD8+ T cells
diokhnih-1,Mixed Immune
dioknhjg-1,Macrophages
diokpdgk-1,Macrophages
diolcfeh-1,Macrophages
diolclbp-1,Macrophages
diolefab-1,Macrophages
diolfedj-1,Macrophages
diolgjbk-1,Macrophages
dioljmch-1,Macrophages
diollfan-1,Macrophages
diolnkdp-1,Macrophages
diomacek-1,Epithelial
diomaggp-1,Macrophages
diomboip-1,Mixed Immune
diomdbcc-1,Macrophages
diomddha-1,Macrophages
diomfmll-1,CD8+ T cells
diomiofj-1,Epithelial
diomjnki-1,Macrophages
diomkdmh-1,Macrophages
diommjfa-1,Macrophages
diomncml-1,Mixed Immune
diomnola-1,Epithelial
diomongi-1,Macrophages
dionaiaa-1,CD8+ T cells
dionapmd-1,Mixed Immune
dionckac-1,Macrophages
diondhja-1,Macrophages
diondjlh-1,Mixed Immune
dionijhn-1,Mixed Immune
dionkdhl-1,Macrophages
dionkfhg-1,CD8+ T cells
dionldam-1,Epithelial
dionnddk-1,Macrophages
dionpnbo-1,Mixed Immune
diooaecj-1,Epithelial
dioocngm-1,Macrophages
diooheja-1,Epithelial
dioojbmj-1,Epithelial
dioojfnd-1,CD8+ T cells
diookhha-1,CD8+ T cells
dioomfoj-1,CD8+ T cells
diopbaia-1,CD8+ T cells
diopgnpd-1,Epithelial
diopiidb-1,Macrophages
diopjcpn-1,Epithelial
diopjekn-1,Macrophages
diopjijm-1,CD8+ T cells
diopjolf-1,Macrophages
diopmjeh-1,Macrophages
diopoabb-1,Macrophages
diopofod-1,Macrophages
dipaaobg-1,CD8+ T cells
dipabmoh-1,Proliferating T
dipadmoe-1,Macrophages
dipafbek-1,Macrophages
dipaiakh-1,CD8+ T cells
dipaklhb-1,Macrophages
dipbbhib-1,CD8+ T cells
dipbfcek-1,Macrophages
dipbfpph-1,CD8+ T cells
dipbicnh-1,Macrophages
dipbiiga-1,CD8+ T cells
dipbpifl-1,CD8+ T cells
dipcbdmn-1,CD8+ T cells
dipccbbg-1,CD8+ T cells
dipccnbn-1,CD8+ T cells
dipcgkfi-1,Macrophages
dipcifmc-1,Macrophages
dipcikfg-1,Proliferating T
dipckkbi-1,CD8+ T cells
dipcondm-1,Mixed Immune
dipcooci-1,CD8+ T cells
dipdclmp-1,CD8+ T cells
dipddejn-1,Macrophages
dipddoon-1,Macrophages
dipdgkbk-1,Macrophages
dipdjiab-1,Macrophages
dipdpcip-1,Macrophages
dipdpojj-1,Proliferating T
dipebbek-1,Macrophages
dipecnjm-1,Macrophages
dipednag-1,Mixed Immune
dipefkbg-1,Macrophages
dipegmfi-1,CD8+ T cells
dipehhao-1,CD8+ T cells
dipeickf-1,CD8+ T cells
dipeikhj-1,Macrophages
dipendoo-1,Mixed Immune
dipfbhaa-1,Macrophages
dipfcgaa-1,CD8+ T cells
dipfckhn-1,Proliferating T
dipfcmfb-1,Macrophages
dipfdclj-1,Mixed Immune
dipfebjd-1,Proliferating T
dipfgded-1,CD8+ T cells
dipfihai-1,Macrophages
dipfjchk-1,Macrophages
dipfohdj-1,Macrophages
dipfopog-1,Macrophages
dipgalgp-1,CD8+ T cells
dipgcnnk-1,Macrophages
dipggdem-1,Macrophages
dipghnjm-1,Mixed Immune
dipgjdkl-1,CD8+ T cells
dipgjeco-1,CD8+ T cells
dipgkcjb-1,CD8+ T cells
dipgkjje-1,CD8+ T cells
dipgodfn-1,CD8+ T cells
dipgpfbh-1,Macrophages
dipgpmnn-1,CD8+ T cells
dipgpnpa-1,Macrophages
diphaidj-1,CD8+ T cells
diphciag-1,Macrophages
diphenck-1,Mixed Immune
diphgmmh-1,Stromal
diphgnmj-1,CD8+ T cells
diphimkh-1,Macrophages
diphlbpm-1,Proliferating T
diphlllp-1,CD8+ T cells
diphmijn-1,Macrophages
